DesignID,k,family,nc,rf,ra,alpha,N,D_reg,A_reg,G_reg,D_scaled,A_scaled,G_scaled,Deff_reg,Aeff_reg,Geff_reg,Deff_scaled,Aeff_scaled,Geff_scaled
FCCD_k5_nc1_rf3_ra2,5,FCCD,1,3,2,1,117,52.12367419708049,1.2422538390184774,0.33937298086134754,54.95053449016662,1.03784668234864,0.27784157086512645,0.44858458901146747,0.22481932460728363,0.32077294961134334,0.4638618411430739,0.2507107027838119,0.38716417571937045
FCCD_k6_nc1_rf3_ra2,6,FCCD,1,3,2,1,217,94.6255387446807,1.4230193259820074,0.36333628417821773,102.73379727810129,1.0083260856138023,0.24011618004299357,0.4242903242198415,0.14399289495852005,0.20190860400143476,0.45160521733003045,0.18411102152335357,0.31585843342871817
FCCD_k7_nc1_rf3_ra2,7,FCCD,1,3,2,1,125,28.483747653273998,301.7933225223984,556.8246300288473,43.63735342410073,4.545980821762714,5.370457151641344,0.3726395944243199,0.9950040000669348,0.6204382930284568,0.3520512011021472,0.31363723600713656,0.3141754545855819
FCCD_k8_nc1_rf3_ra2,8,FCCD,1,3,2,1,129,13.212288790794169,802.0417283690927,738.9062429212743,31.082031805647826,9.847436148722661,7.176413349865457,0.34435988213069973,0.997775218310132,0.7144329494795092,0.2748267729502537,0.23458378203433825,0.2395851396393657
FCCD_k9_nc1_rf3_ra2,9,FCCD,1,3,2,1,133,6.069665710212292,1502.2727555797742,1065.3346242941286,21.978654506449814,17.189799238287574,9.237346650340257,0.3213106856015583,0.9986321321103561,0.7728341659071117,0.19652986180313653,0.15224083727447257,0.16632971247195227
FCCD_k10_nc1_rf3_ra2,10,FCCD,1,3,2,1,137,2.876262456071104,2402.4849456909355,1323.550350556557,15.738978158007146,26.577374556802713,12.327673627177646,0.30221515581413366,0.9990336098929863,0.8287937840119791,0.12818101797284281,0.09117738559116367,0.10405820833454663
RCCD_k3_nc1_rf3_ra2,3,RCCD,1,3,2,1.681792830507429,37,24.15638120421258,1.575249968443545,0.9565986335696788,25.389321383017226,1.1495514573686265,0.6428386916020575,0.6688291903134204,0.23772485935542903,0.2001486439578577,0.6907931110344789,0.31558095840270506,0.28872646431839716
RCCD_k4_nc1_rf3_ra2,4,RCCD,1,3,2,2,65,47.463358223842505,1.4727867053114048,0.98370028882148,50.00840527136798,0.8993118761488021,0.5291039471994013,0.7610170688126385,0.23091114429552836,0.14772501555569567,0.7875050947844531,0.36193225962025305,0.29403239442198487
RCCD_k5_nc1_rf3_ra2,5,RCCD,1,3,2,2.378414230005442,117,94.82999920896782,1.105954729828327,0.7720657305453434,99.61175411374919,0.5938605045109103,0.34563455979131236,0.8161219805854609,0.2525263119244413,0.14100052337822935,0.8408670105103968,0.4381488062213688,0.31122554072579045
RCCD_k6_nc1_rf3_ra2,6,RCCD,1,3,2,2.8284271247461903,217,193.7950854044621,0.48585266497097807,0.30520214276793567,200.5901193293514,0.31194757649575366,0.15120064521737506,0.8689554713165988,0.4217424069132377,0.24036765029291843,0.8817696496584002,0.5951126395544498,0.5016031536124199
RCCD_k7_nc1_rf3_ra2,7,RCCD,1,3,2,3.363585661014858,125,67.31457872691998,300.39003679725204,521.9644795859224,107.11018463263412,1.8103917685715782,2.584946071383242,0.8806452585167521,0.99965220652759,0.6618751591015689,0.8641282339860114,0.787558187476777,0.6527276664021189
RCCD_k8_nc1_rf3_ra2,8,RCCD,1,3,2,4,129,34.243759321694846,800.2997569609558,667.0848034476473,95.606354592635725,3.0390402452416034,2.3582018933138515,0.8925158320750026,0.9999470244201876,0.7913521096429805,0.8453496885444071,0.7601244566359374,0.7290987253517971
