DesignID,lambda,lambda_eff,Dcrit,Acrit,Gcrit
SCCD_k10_nc7_rf2_ra2,1e-7,1.313787878787879e-5,0.417232587044482,1826779.3550227259,2637472.491998598
FCCD_k3_nc10_rf2_ra2,1e-7,2.06e-6,14.485825497248573,0.9534790619525876,1.6576587297447043
FCCD_k4_nc10_rf2_ra2,1e-7,3.5866666666666665e-6,23.10411500983458,1.1254712296633687,3.0779204484006604
FCCD_k5_nc10_rf2_ra2,1e-7,6.733333333333333e-6,39.36815954800162,1.2867569649512804,4.5174095298483765
FCCD_k6_nc10_rf2_ra2,1e-7,6.692857142857143e-6,40.8388256560062,1.619884420343533,7.09761202154386
FCCD_k7_nc10_rf2_ra2,1e-7,6.661111111111111e-6,11.706038155957428,450377.2131941115,2234145.821120975
FCCD_k8_nc10_rf2_ra2,1e-7,6.635555555555555e-6,2.7974761805421857,1205628.4154859951,2944246.540243396
FCCD_k9_nc10_rf2_ra2,1e-7,6.6145454545454535e-6,0.660881738074701,2267731.9095040276,3970481.5974627947
FCCD_k10_nc10_rf2_ra2,1e-7,6.596969696969697e-6,0.1657934081295159,3638036.5727738906,4865414.985837463
RCCD_k3_nc10_rf2_ra2,1e-7,3.1194112549695432e-6,24.187524047301714,0.5069882986300203,0.3348920921779981
RCCD_k4_nc10_rf2_ra2,1e-7,5.506666666666667e-6,42.708449282885105,0.4479165331826488,0.29161556428636015
RCCD_k5_nc10_rf2_ra2,1e-7,1.0129224214237369e-5,78.91865866137043,0.36328940929977815,0.22521709653170696
RCCD_k6_nc10_rf2_ra2,1e-7,1.2692857142857145e-5,91.33743780780115,0.41581339986269406,0.3002417808315889
RCCD_k7_nc10_rf2_ra2,1e-7,1.73410662165877e-5,31.247859337587727,173000.15057718413,845500.9965769617
RCCD_k8_nc10_rf2_ra2,1e-7,2.5835555555555555e-5,9.567576999045322,309651.15897373453,831785.0442806887
RCCD_k9_nc10_rf2_ra2,1e-7,4.147743093077617e-5,3.1583834714452084,361642.7781057898,634133.1416953303
RCCD_k10_nc10_rf2_ra2,1e-7,7.04757575757576e-5,1.2149234660373192,340542.87431486556,436633.32194123784
SCCD_k3_nc10_rf2_ra2,1e-7,3.26e-6,25.065242063806352,0.49543639122319033,0.32899420865505336
