DesignID,k,family,nc,rf,ra,alpha,N
RCCD_k5_nc10_rf3_ra1,5,RCCD,10,3,1,2.378414230005442,116
RCCD_k6_nc10_rf3_ra1,6,RCCD,10,3,1,2.8284271247461903,214
RCCD_k7_nc10_rf3_ra1,7,RCCD,10,3,1,3.363585661014858,120
RCCD_k8_nc10_rf3_ra1,8,RCCD,10,3,1,4,122
RCCD_k9_nc10_rf3_ra1,9,RCCD,10,3,1,4.756828460010884,124
RCCD_k10_nc10_rf3_ra1,10,RCCD,10,3,1,5.656854249492381,126
SCCD_k3_nc10_rf3_ra1,3,SCCD,10,3,1,1.7320508075688772,40
SCCD_k4_nc10_rf3_ra1,4,SCCD,10,3,1,2,66
SCCD_k5_nc10_rf3_ra1,5,SCCD,10,3,1,2.23606797749979,116
SCCD_k6_nc10_rf3_ra1,6,SCCD,10,3,1,2.449489742783178,214
SCCD_k7_nc10_rf3_ra1,7,SCCD,10,3,1,2.6457513110645907,120
SCCD_k8_nc10_rf3_ra1,8,SCCD,10,3,1,2.8284271247461903,122
SCCD_k9_nc10_rf3_ra1,9,SCCD,10,3,1,3,124
SCCD_k10_nc10_rf3_ra1,10,SCCD,10,3,1,3.1622776601683795,126
FCCD_k3_nc1_rf1_ra2,3,FCCD,1,1,2,1,21
FCCD_k4_nc1_rf1_ra2,4,FCCD,1,1,2,1,33
FCCD_k5_nc1_rf1_ra2,5,FCCD,1,1,2,1,53
FCCD_k6_nc1_rf1_ra2,6,FCCD,1,1,2,1,89
FCCD_k7_nc1_rf1_ra2,7,FCCD,1,1,2,1,61
FCCD_k8_nc1_rf1_ra2,8,FCCD,1,1,2,1,65
FCCD_k9_nc1_rf1_ra2,9,FCCD,1,1,2,1,69
FCCD_k10_nc1_rf1_ra2,10,FCCD,1,1,2,1,73
RCCD_k3_nc1_rf1_ra2,3,RCCD,1,1,2,1.681792830507429,21
RCCD_k4_nc1_rf1_ra2,4,RCCD,1,1,2,2,33
RCCD_k5_nc1_rf1_ra2,5,RCCD,1,1,2,2.378414230005442,53
RCCD_k6_nc1_rf1_ra2,6,RCCD,1,1,2,2.8284271247461903,89
RCCD_k7_nc1_rf1_ra2,7,RCCD,1,1,2,3.363585661014858,61
RCCD_k8_nc1_rf1_ra2,8,RCCD,1,1,2,4,65
RCCD_k9_nc1_rf1_ra2,9,RCCD,1,1,2,4.756828460010884,69
RCCD_k10_nc1_rf1_ra2,10,RCCD,1,1,2,5.656854249492381,73
SCCD_k3_nc1_rf1_ra2,3,SCCD,1,1,2,1.7320508075688772,21
SCCD_k4_nc1_rf1_ra2,4,SCCD,1,1,2,2,33
SCCD_k5_nc1_rf1_ra2,5,SCCD,1,1,2,2.23606797749979,53
SCCD_k6_nc1_rf1_ra2,6,SCCD,1,1,2,2.449489742783178,89
SCCD_k7_nc1_rf1_ra2,7,SCCD,1,1,2,2.6457513110645907,61
SCCD_k8_nc1_rf1_ra2,8,SCCD,1,1,2,2.8284271247461903,65
SCCD_k9_nc1_rf1_ra2,9,SCCD,1,1,2,3,69
SCCD_k10_nc1_rf1_ra2,10,SCCD,1,1,2,3.1622776601683795,73
FCCD_k3_nc3_rf1_ra2,3,FCCD,3,1,2,1,23
FCCD_k4_nc3_rf1_ra2,4,FCCD,3,1,2,1,35
FCCD_k5_nc3_rf1_ra2,5,FCCD,3,1,2,1,55
FCCD_k6_nc3_rf1_ra2,6,FCCD,3,1,2,1,91
FCCD_k7_nc3_rf1_ra2,7,FCCD,3,1,2,1,63
FCCD_k8_nc3_rf1_ra2,8,FCCD,3,1,2,1,67
FCCD_k9_nc3_rf1_ra2,9,FCCD,3,1,2,1,71
FCCD_k10_nc3_rf1_ra2,10,FCCD,3,1,2,1,75
RCCD_k3_nc3_rf1_ra2,3,RCCD,3,1,2,1.681792830507429,23
RCCD_k4_nc3_rf1_ra2,4,RCCD,3,1,2,2,35
RCCD_k5_nc3_rf1_ra2,5,RCCD,3,1,2,2.378414230005442,55
RCCD_k6_nc3_rf1_ra2,6,RCCD,3,1,2,2.8284271247461903,91
RCCD_k7_nc3_rf1_ra2,7,RCCD,3,1,2,3.363585661014858,63
RCCD_k8_nc3_rf1_ra2,8,RCCD,3,1,2,4,67
RCCD_k9_nc3_rf1_ra2,9,RCCD,3,1,2,4.756828460010884,71
RCCD_k10_nc3_rf1_ra2,10,RCCD,3,1,2,5.656854249492381,75
SCCD_k3_nc3_rf1_ra2,3,SCCD,3,1,2,1.7320508075688772,23
SCCD_k4_nc3_rf1_ra2,4,SCCD,3,1,2,2,35
SCCD_k5_nc3_rf1_ra2,5,SCCD,3,1,2,2.23606797749979,55
SCCD_k6_nc3_rf1_ra2,6,SCCD,3,1,2,2.449489742783178,91
SCCD_k7_nc3_rf1_ra2,7,SCCD,3,1,2,2.6457513110645907,63
SCCD_k8_nc3_rf1_ra2,8,SCCD,3,1,2,2.8284271247461903,67
SCCD_k9_nc3_rf1_ra2,9,SCCD,3,1,2,3,71
SCCD_k10_nc3_rf1_ra2,10,SCCD,3,1,2,3.1622776601683795,75
FCCD_k3_nc5_rf1_ra2,3,FCCD,5,1,2,1,25
FCCD_k4_nc5_rf1_ra2,4,FCCD,5,1,2,1,37
FCCD_k5_nc5_rf1_ra2,5,FCCD,5,1,2,1,57
FCCD_k6_nc5_rf1_ra2,6,FCCD,5,1,2,1,93
FCCD_k7_nc5_rf1_ra2,7,FCCD,5,1,2,1,65
FCCD_k8_nc5_rf1_ra2,8,FCCD,5,1,2,1,69
FCCD_k9_nc5_rf1_ra2,9,FCCD,5,1,2,1,73
FCCD_k10_nc5_rf1_ra2,10,FCCD,5,1,2,1,77
RCCD_k3_nc5_rf1_ra2,3,RCCD,5,1,2,1.681792830507429,25
RCCD_k4_nc5_rf1_ra2,4,RCCD,5,1,2,2,37
RCCD_k5_nc5_rf1_ra2,5,RCCD,5,1,2,2.378414230005442,57
RCCD_k6_nc5_rf1_ra2,6,RCCD,5,1,2,2.8284271247461903,93
RCCD_k7_nc5_rf1_ra2,7,RCCD,5,1,2,3.363585661014858,65
RCCD_k8_nc5_rf1_ra2,8,RCCD,5,1,2,4,69
RCCD_k9_nc5_rf1_ra2,9,RCCD,5,1,2,4.756828460010884,73
RCCD_k10_nc5_rf1_ra2,10,RCCD,5,1,2,5.656854249492381,77
SCCD_k3_nc5_rf1_ra2,3,SCCD,5,1,2,1.7320508075688772,25
SCCD_k4_nc5_rf1_ra2,4,SCCD,5,1,2,2,37
SCCD_k5_nc5_rf1_ra2,5,SCCD,5,1,2,2.23606797749979,57
SCCD_k6_nc5_rf1_ra2,6,SCCD,5,1,2,2.449489742783178,93
SCCD_k7_nc5_rf1_ra2,7,SCCD,5,1,2,2.6457513110645907,65
SCCD_k8_nc5_rf1_ra2,8,SCCD,5,1,2,2.8284271247461903,69
SCCD_k9_nc5_rf1_ra2,9,SCCD,5,1,2,3,73
SCCD_k10_nc5_rf1_ra2,10,SCCD,5,1,2,3.1622776601683795,77
FCCD_k3_nc7_rf1_ra2,3,FCCD,7,1,2,1,27
FCCD_k4_nc7_rf1_ra2,4,FCCD,7,1,2,1,39
FCCD_k5_nc7_rf1_ra2,5,FCCD,7,1,2,1,59
FCCD_k6_nc7_rf1_ra2,6,FCCD,7,1,2,1,95
FCCD_k7_nc7_rf1_ra2,7,FCCD,7,1,2,1,67
FCCD_k8_nc7_rf1_ra2,8,FCCD,7,1,2,1,71
FCCD_k9_nc7_rf1_ra2,9,FCCD,7,1,2,1,75
FCCD_k10_nc7_rf1_ra2,10,FCCD,7,1,2,1,79
RCCD_k3_nc7_rf1_ra2,3,RCCD,7,1,2,1.681792830507429,27
RCCD_k4_nc7_rf1_ra2,4,RCCD,7,1,2,2,39
RCCD_k5_nc7_rf1_ra2,5,RCCD,7,1,2,2.378414230005442,59
RCCD_k6_nc7_rf1_ra2,6,RCCD,7,1,2,2.8284271247461903,95
RCCD_k7_nc7_rf1_ra2,7,RCCD,7,1,2,3.363585661014858,67
RCCD_k8_nc7_rf1_ra2,8,RCCD,7,1,2,4,71
RCCD_k9_nc7_rf1_ra2,9,RCCD,7,1,2,4.756828460010884,75
RCCD_k10_nc7_rf1_ra2,10,RCCD,7,1,2,5.656854249492381,79
SCCD_k3_nc7_rf1_ra2,3,SCCD,7,1,2,1.7320508075688772,27
SCCD_k4_nc7_rf1_ra2,4,SCCD,7,1,2,2,39
SCCD_k5_nc7_rf1_ra2,5,SCCD,7,1,2,2.23606797749979,59
SCCD_k6_nc7_rf1_ra2,6,SCCD,7,1,2,2.449489742783178,95
SCCD_k7_nc7_rf1_ra2,7,SCCD,7,1,2,2.6457513110645907,67
SCCD_k8_nc7_rf1_ra2,8,SCCD,7,1,2,2.8284271247461903,71
SCCD_k9_nc7_rf1_ra2,9,SCCD,7,1,2,3,75
SCCD_k10_nc7_rf1_ra2,10,SCCD,7,1,2,3.1622776601683795,79
FCCD_k3_nc10_rf1_ra2,3,FCCD,10,1,2,1,30
FCCD_k4_nc10_rf1_ra2,4,FCCD,10,1,2,1,42
FCCD_k5_nc10_rf1_ra2,5,FCCD,10,1,2,1,62
FCCD_k6_nc10_rf1_ra2,6,FCCD,10,1,2,1,98
FCCD_k7_nc10_rf1_ra2,7,FCCD,10,1,2,1,70
FCCD_k8_nc10_rf1_ra2,8,FCCD,10,1,2,1,74
FCCD_k9_nc10_rf1_ra2,9,FCCD,10,1,2,1,78
FCCD_k10_nc10_rf1_ra2,10,FCCD,10,1,2,1,82
RCCD_k3_nc10_rf1_ra2,3,RCCD,10,1,2,1.681792830507429,30
RCCD_k4_nc10_rf1_ra2,4,RCCD,10,1,2,2,42
RCCD_k5_nc10_rf1_ra2,5,RCCD,10,1,2,2.378414230005442,62
RCCD_k6_nc10_rf1_ra2,6,RCCD,10,1,2,2.8284271247461903,98
RCCD_k7_nc10_rf1_ra2,7,RCCD,10,1,2,3.363585661014858,70
RCCD_k8_nc10_rf1_ra2,8,RCCD,10,1,2,4,74
RCCD_k9_nc10_rf1_ra2,9,RCCD,10,1,2,4.756828460010884,78
RCCD_k10_nc10_rf1_ra2,10,RCCD,10,1,2,5.656854249492381,82
SCCD_k3_nc10_rf1_ra2,3,SCCD,10,1,2,1.7320508075688772,30
SCCD_k4_nc10_rf1_ra2,4,SCCD,10,1,2,2,42
SCCD_k5_nc10_rf1_ra2,5,SCCD,10,1,2,2.23606797749979,62
SCCD_k6_nc10_rf1_ra2,6,SCCD,10,1,2,2.449489742783178,98
SCCD_k7_nc10_rf1_ra2,7,SCCD,10,1,2,2.6457513110645907,70
SCCD_k8_nc10_rf1_ra2,8,SCCD,10,1,2,2.8284271247461903,74
SCCD_k9_nc10_rf1_ra2,9,SCCD,10,1,2,3,78
SCCD_k10_nc10_rf1_ra2,10,SCCD,10,1,2,3.1622776601683795,82
FCCD_k3_nc1_rf2_ra2,3,FCCD,1,2,2,1,29
FCCD_k4_nc1_rf2_ra2,4,FCCD,1,2,2,1,49
FCCD_k5_nc1_rf2_ra2,5,FCCD,1,2,2,1,85
FCCD_k6_nc1_rf2_ra2,6,FCCD,1,2,2,1,153
FCCD_k7_nc1_rf2_ra2,7,FCCD,1,2,2,1,93
FCCD_k8_nc1_rf2_ra2,8,FCCD,1,2,2,1,97
FCCD_k9_nc1_rf2_ra2,9,FCCD,1,2,2,1,101
FCCD_k10_nc1_rf2_ra2,10,FCCD,1,2,2,1,105
RCCD_k3_nc1_rf2_ra2,3,RCCD,1,2,2,1.681792830507429,29
RCCD_k4_nc1_rf2_ra2,4,RCCD,1,2,2,2,49
RCCD_k5_nc1_rf2_ra2,5,RCCD,1,2,2,2.378414230005442,85
RCCD_k6_nc1_rf2_ra2,6,RCCD,1,2,2,2.8284271247461903,153
RCCD_k7_nc1_rf2_ra2,7,RCCD,1,2,2,3.363585661014858,93
RCCD_k8_nc1_rf2_ra2,8,RCCD,1,2,2,4,97
RCCD_k9_nc1_rf2_ra2,9,RCCD,1,2,2,4.756828460010884,101
RCCD_k10_nc1_rf2_ra2,10,RCCD,1,2,2,5.656854249492381,105
SCCD_k3_nc1_rf2_ra2,3,SCCD,1,2,2,1.7320508075688772,29
SCCD_k4_nc1_rf2_ra2,4,SCCD,1,2,2,2,49
SCCD_k5_nc1_rf2_ra2,5,SCCD,1,2,2,2.23606797749979,85
SCCD_k6_nc1_rf2_ra2,6,SCCD,1,2,2,2.449489742783178,153
SCCD_k7_nc1_rf2_ra2,7,SCCD,1,2,2,2.6457513110645907,93
SCCD_k8_nc1_rf2_ra2,8,SCCD,1,2,2,2.8284271247461903,97
SCCD_k9_nc1_rf2_ra2,9,SCCD,1,2,2,3,101
SCCD_k10_nc1_rf2_ra2,10,SCCD,1,2,2,3.1622776601683795,105
FCCD_k3_nc3_rf2_ra2,3,FCCD,3,2,2,1,31
FCCD_k4_nc3_rf2_ra2,4,FCCD,3,2,2,1,51
FCCD_k5_nc3_rf2_ra2,5,FCCD,3,2,2,1,87
FCCD_k6_nc3_rf2_ra2,6,FCCD,3,2,2,1,155
FCCD_k7_nc3_rf2_ra2,7,FCCD,3,2,2,1,95
FCCD_k8_nc3_rf2_ra2,8,FCCD,3,2,2,1,99
FCCD_k9_nc3_rf2_ra2,9,FCCD,3,2,2,1,103
FCCD_k10_nc3_rf2_ra2,10,FCCD,3,2,2,1,107
RCCD_k3_nc3_rf2_ra2,3,RCCD,3,2,2,1.681792830507429,31
RCCD_k4_nc3_rf2_ra2,4,RCCD,3,2,2,2,51
RCCD_k5_nc3_rf2_ra2,5,RCCD,3,2,2,2.378414230005442,87
RCCD_k6_nc3_rf2_ra2,6,RCCD,3,2,2,2.8284271247461903,155
RCCD_k7_nc3_rf2_ra2,7,RCCD,3,2,2,3.363585661014858,95
RCCD_k8_nc3_rf2_ra2,8,RCCD,3,2,2,4,99
RCCD_k9_nc3_rf2_ra2,9,RCCD,3,2,2,4.756828460010884,103
RCCD_k10_nc3_rf2_ra2,10,RCCD,3,2,2,5.656854249492381,107
SCCD_k3_nc3_rf2_ra2,3,SCCD,3,2,2,1.7320508075688772,31
SCCD_k4_nc3_rf2_ra2,4,SCCD,3,2,2,2,51
SCCD_k5_nc3_rf2_ra2,5,SCCD,3,2,2,2.23606797749979,87
SCCD_k6_nc3_rf2_ra2,6,SCCD,3,2,2,2.449489742783178,155
SCCD_k7_nc3_rf2_ra2,7,SCCD,3,2,2,2.6457513110645907,95
SCCD_k8_nc3_rf2_ra2,8,SCCD,3,2,2,2.8284271247461903,99
SCCD_k9_nc3_rf2_ra2,9,SCCD,3,2,2,3,103
SCCD_k10_nc3_rf2_ra2,10,SCCD,3,2,2,3.1622776601683795,107
FCCD_k3_nc5_rf2_ra2,3,FCCD,5,2,2,1,33
FCCD_k4_nc5_rf2_ra2,4,FCCD,5,2,2,1,53
FCCD_k5_nc5_rf2_ra2,5,FCCD,5,2,2,1,89
FCCD_k6_nc5_rf2_ra2,6,FCCD,5,2,2,1,157
FCCD_k7_nc5_rf2_ra2,7,FCCD,5,2,2,1,97
FCCD_k8_nc5_rf2_ra2,8,FCCD,5,2,2,1,101
FCCD_k9_nc5_rf2_ra2,9,FCCD,5,2,2,1,105
FCCD_k10_nc5_rf2_ra2,10,FCCD,5,2,2,1,109
RCCD_k3_nc5_rf2_ra2,3,RCCD,5,2,2,1.681792830507429,33
RCCD_k4_nc5_rf2_ra2,4,RCCD,5,2,2,2,53
RCCD_k5_nc5_rf2_ra2,5,RCCD,5,2,2,2.378414230005442,89
RCCD_k6_nc5_rf2_ra2,6,RCCD,5,2,2,2.8284271247461903,157
RCCD_k7_nc5_rf2_ra2,7,RCCD,5,2,2,3.363585661014858,97
RCCD_k8_nc5_rf2_ra2,8,RCCD,5,2,2,4,101
RCCD_k9_nc5_rf2_ra2,9,RCCD,5,2,2,4.756828460010884,105
RCCD_k10_nc5_rf2_ra2,10,RCCD,5,2,2,5.656854249492381,109
SCCD_k3_nc5_rf2_ra2,3,SCCD,5,2,2,1.7320508075688772,33
SCCD_k4_nc5_rf2_ra2,4,SCCD,5,2,2,2,53
SCCD_k5_nc5_rf2_ra2,5,SCCD,5,2,2,2.23606797749979,89
SCCD_k6_nc5_rf2_ra2,6,SCCD,5,2,2,2.449489742783178,157
SCCD_k7_nc5_rf2_ra2,7,SCCD,5,2,2,2.6457513110645907,97
SCCD_k8_nc5_rf2_ra2,8,SCCD,5,2,2,2.8284271247461903,101
SCCD_k9_nc5_rf2_ra2,9,SCCD,5,2,2,3,105
SCCD_k10_nc5_rf2_ra2,10,SCCD,5,2,2,3.1622776601683795,109
FCCD_k3_nc7_rf2_ra2,3,FCCD,7,2,2,1,35
FCCD_k4_nc7_rf2_ra2,4,FCCD,7,2,2,1,55
FCCD_k5_nc7_rf2_ra2,5,FCCD,7,2,2,1,91
FCCD_k6_nc7_rf2_ra2,6,FCCD,7,2,2,1,159
FCCD_k7_nc7_rf2_ra2,7,FCCD,7,2,2,1,99
FCCD_k8_nc7_rf2_ra2,8,FCCD,7,2,2,1,103
FCCD_k9_nc7_rf2_ra2,9,FCCD,7,2,2,1,107
FCCD_k10_nc7_rf2_ra2,10,FCCD,7,2,2,1,111
RCCD_k3_nc7_rf2_ra2,3,RCCD,7,2,2,1.681792830507429,35
RCCD_k4_nc7_rf2_ra2,4,RCCD,7,2,2,2,55
RCCD_k5_nc7_rf2_ra2,5,RCCD,7,2,2,2.378414230005442,91
RCCD_k6_nc7_rf2_ra2,6,RCCD,7,2,2,2.8284271247461903,159
RCCD_k7_nc7_rf2_ra2,7,RCCD,7,2,2,3.363585661014858,99
RCCD_k8_nc7_rf2_ra2,8,RCCD,7,2,2,4,103
RCCD_k9_nc7_rf2_ra2,9,RCCD,7,2,2,4.756828460010884,107
RCCD_k10_nc7_rf2_ra2,10,RCCD,7,2,2,5.656854249492381,111
SCCD_k3_nc7_rf2_ra2,3,SCCD,7,2,2,1.7320508075688772,35
SCCD_k4_nc7_rf2_ra2,4,SCCD,7,2,2,2,55
SCCD_k5_nc7_rf2_ra2,5,SCCD,7,2,2,2.23606797749979,91
SCCD_k6_nc7_rf2_ra2,6,SCCD,7,2,2,2.449489742783178,159
SCCD_k7_nc7_rf2_ra2,7,SCCD,7,2,2,2.6457513110645907,99
SCCD_k8_nc7_rf2_ra2,8,SCCD,7,2,2,2.8284271247461903,103
SCCD_k9_nc7_rf2_ra2,9,SCCD,7,2,2,3,107
SCCD_k10_nc7_rf2_ra2,10,SCCD,7,2,2,3.1622776601683795,111
FCCD_k3_nc10_rf2_ra2,3,FCCD,10,2,2,1,38
FCCD_k4_nc10_rf2_ra2,4,FCCD,10,2,2,1,58
FCCD_k5_nc10_rf2_ra2,5,FCCD,10,2,2,1,94
FCCD_k6_nc10_rf2_ra2,6,FCCD,10,2,2,1,162
FCCD_k7_nc10_rf2_ra2,7,FCCD,10,2,2,1,102
FCCD_k8_nc10_rf2_ra2,8,FCCD,10,2,2,1,106
FCCD_k9_nc10_rf2_ra2,9,FCCD,10,2,2,1,110
FCCD_k10_nc10_rf2_ra2,10,FCCD,10,2,2,1,114
RCCD_k3_nc10_rf2_ra2,3,RCCD,10,2,2,1.681792830507429,38
RCCD_k4_nc10_rf2_ra2,4,RCCD,10,2,2,2,58
RCCD_k5_nc10_rf2_ra2,5,RCCD,10,2,2,2.378414230005442,94
RCCD_k6_nc10_rf2_ra2,6,RCCD,10,2,2,2.8284271247461903,162
RCCD_k7_nc10_rf2_ra2,7,RCCD,10,2,2,3.363585661014858,102
RCCD_k8_nc10_rf2_ra2,8,RCCD,10,2,2,4,106
RCCD_k9_nc10_rf2_ra2,9,RCCD,10,2,2,4.756828460010884,110
RCCD_k10_nc10_rf2_ra2,10,RCCD,10,2,2,5.656854249492381,114
SCCD_k3_nc10_rf2_ra2,3,SCCD,10,2,2,1.7320508075688772,38
SCCD_k4_nc10_rf2_ra2,4,SCCD,10,2,2,2,58
SCCD_k5_nc10_rf2_ra2,5,SCCD,10,2,2,2.23606797749979,94
SCCD_k6_nc10_rf2_ra2,6,SCCD,10,2,2,2.449489742783178,162
SCCD_k7_nc10_rf2_ra2,7,SCCD,10,2,2,2.6457513110645907,102
SCCD_k8_nc10_rf2_ra2,8,SCCD,10,2,2,2.8284271247461903,106
SCCD_k9_nc10_rf2_ra2,9,SCCD,10,2,2,3,110
SCCD_k10_nc10_rf2_ra2,10,SCCD,10,2,2,3.1622776601683795,114
FCCD_k3_nc1_rf3_ra2,3,FCCD,1,3,2,1,37
FCCD_k4_nc1_rf3_ra2,4,FCCD,1,3,2,1,65
FCCD_k5_nc1_rf3_ra2,5,FCCD,1,3,2,1,117
FCCD_k6_nc1_rf3_ra2,6,FCCD,1,3,2,1,217
FCCD_k7_nc1_rf3_ra2,7,FCCD,1,3,2,1,125
FCCD_k8_nc1_rf3_ra2,8,FCCD,1,3,2,1,129
FCCD_k9_nc1_rf3_ra2,9,FCCD,1,3,2,1,133
FCCD_k10_nc1_rf3_ra2,10,FCCD,1,3,2,1,137
RCCD_k3_nc1_rf3_ra2,3,RCCD,1,3,2,1.681792830507429,37
RCCD_k4_nc1_rf3_ra2,4,RCCD,1,3,2,2,65
RCCD_k5_nc1_rf3_ra2,5,RCCD,1,3,2,2.378414230005442,117
RCCD_k6_nc1_rf3_ra2,6,RCCD,1,3,2,2.8284271247461903,217
RCCD_k7_nc1_rf3_ra2,7,RCCD,1,3,2,3.363585661014858,125
RCCD_k8_nc1_rf3_ra2,8,RCCD,1,3,2,4,129
RCCD_k9_nc1_rf3_ra2,9,RCCD,1,3,2,4.756828460010884,133
RCCD_k10_nc1_rf3_ra2,10,RCCD,1,3,2,5.656854249492381,137
SCCD_k3_nc1_rf3_ra2,3,SCCD,1,3,2,1.7320508075688772,37
SCCD_k4_nc1_rf3_ra2,4,SCCD,1,3,2,2,65
SCCD_k5_nc1_rf3_ra2,5,SCCD,1,3,2,2.23606797749979,117
SCCD_k6_nc1_rf3_ra2,6,SCCD,1,3,2,2.449489742783178,217
SCCD_k7_nc1_rf3_ra2,7,SCCD,1,3,2,2.6457513110645907,125
SCCD_k8_nc1_rf3_ra2,8,SCCD,1,3,2,2.8284271247461903,129
SCCD_k9_nc1_rf3_ra2,9,SCCD,1,3,2,3,133
SCCD_k10_nc1_rf3_ra2,10,SCCD,1,3,2,3.1622776601683795,137
FCCD_k3_nc3_rf3_ra2,3,FCCD,3,3,2,1,39
FCCD_k4_nc3_rf3_ra2,4,FCCD,3,3,2,1,67
FCCD_k5_nc3_rf3_ra2,5,FCCD,3,3,2,1,119
FCCD_k6_nc3_rf3_ra2,6,FCCD,3,3,2,1,219
FCCD_k7_nc3_rf3_ra2,7,FCCD,3,3,2,1,127
FCCD_k8_nc3_rf3_ra2,8,FCCD,3,3,2,1,131
FCCD_k9_nc3_rf3_ra2,9,FCCD,3,3,2,1,135
FCCD_k10_nc3_rf3_ra2,10,FCCD,3,3,2,1,139
RCCD_k3_nc3_rf3_ra2,3,RCCD,3,3,2,1.681792830507429,39
RCCD_k4_nc3_rf3_ra2,4,RCCD,3,3,2,2,67
RCCD_k5_nc3_rf3_ra2,5,RCCD,3,3,2,2.378414230005442,119
RCCD_k6_nc3_rf3_ra2,6,RCCD,3,3,2,2.8284271247461903,219
RCCD_k7_nc3_rf3_ra2,7,RCCD,3,3,2,3.363585661014858,127
RCCD_k8_nc3_rf3_ra2,8,RCCD,3,3,2,4,131
RCCD_k9_nc3_rf3_ra2,9,RCCD,3,3,2,4.756828460010884,135
RCCD_k10_nc3_rf3_ra2,10,RCCD,3,3,2,5.656854249492381,139
SCCD_k3_nc3_rf3_ra2,3,SCCD,3,3,2,1.7320508075688772,39
SCCD_k4_nc3_rf3_ra2,4,SCCD,3,3,2,2,67
SCCD_k5_nc3_rf3_ra2,5,SCCD,3,3,2,2.23606797749979,119
SCCD_k6_nc3_rf3_ra2,6,SCCD,3,3,2,2.449489742783178,219
SCCD_k7_nc3_rf3_ra2,7,SCCD,3,3,2,2.6457513110645907,127
SCCD_k8_nc3_rf3_ra2,8,SCCD,3,3,2,2.8284271247461903,131
SCCD_k9_nc3_rf3_ra2,9,SCCD,3,3,2,3,135
SCCD_k10_nc3_rf3_ra2,10,SCCD,3,3,2,3.1622776601683795,139
FCCD_k3_nc5_rf3_ra2,3,FCCD,5,3,2,1,41
FCCD_k4_nc5_rf3_ra2,4,FCCD,5,3,2,1,69
FCCD_k5_nc5_rf3_ra2,5,FCCD,5,3,2,1,121
FCCD_k6_nc5_rf3_ra2,6,FCCD,5,3,2,1,221
FCCD_k7_nc5_rf3_ra2,7,FCCD,5,3,2,1,129
FCCD_k8_nc5_rf3_ra2,8,FCCD,5,3,2,1,133
FCCD_k9_nc5_rf3_ra2,9,FCCD,5,3,2,1,137
FCCD_k10_nc5_rf3_ra2,10,FCCD,5,3,2,1,141
RCCD_k3_nc5_rf3_ra2,3,RCCD,5,3,2,1.681792830507429,41
RCCD_k4_nc5_rf3_ra2,4,RCCD,5,3,2,2,69
RCCD_k5_nc5_rf3_ra2,5,RCCD,5,3,2,2.378414230005442,121
RCCD_k6_nc5_rf3_ra2,6,RCCD,5,3,2,2.8284271247461903,221
RCCD_k7_nc5_rf3_ra2,7,RCCD,5,3,2,3.363585661014858,129
RCCD_k8_nc5_rf3_ra2,8,RCCD,5,3,2,4,133
RCCD_k9_nc5_rf3_ra2,9,RCCD,5,3,2,4.756828460010884,137
RCCD_k10_nc5_rf3_ra2,10,RCCD,5,3,2,5.656854249492381,141
SCCD_k3_nc5_rf3_ra2,3,SCCD,5,3,2,1.7320508075688772,41
SCCD_k4_nc5_rf3_ra2,4,SCCD,5,3,2,2,69
SCCD_k5_nc5_rf3_ra2,5,SCCD,5,3,2,2.23606797749979,121
SCCD_k6_nc5_rf3_ra2,6,SCCD,5,3,2,2.449489742783178,221
SCCD_k7_nc5_rf3_ra2,7,SCCD,5,3,2,2.6457513110645907,129
SCCD_k8_nc5_rf3_ra2,8,SCCD,5,3,2,2.8284271247461903,133
SCCD_k9_nc5_rf3_ra2,9,SCCD,5,3,2,3,137
SCCD_k10_nc5_rf3_ra2,10,SCCD,5,3,2,3.1622776601683795,141
FCCD_k3_nc7_rf3_ra2,3,FCCD,7,3,2,1,43
FCCD_k4_nc7_rf3_ra2,4,FCCD,7,3,2,1,71
FCCD_k5_nc7_rf3_ra2,5,FCCD,7,3,2,1,123
FCCD_k6_nc7_rf3_ra2,6,FCCD,7,3,2,1,223
FCCD_k7_nc7_rf3_ra2,7,FCCD,7,3,2,1,131
FCCD_k8_nc7_rf3_ra2,8,FCCD,7,3,2,1,135
FCCD_k9_nc7_rf3_ra2,9,FCCD,7,3,2,1,139
FCCD_k10_nc7_rf3_ra2,10,FCCD,7,3,2,1,143
RCCD_k3_nc7_rf3_ra2,3,RCCD,7,3,2,1.681792830507429,43
RCCD_k4_nc7_rf3_ra2,4,RCCD,7,3,2,2,71
RCCD_k5_nc7_rf3_ra2,5,RCCD,7,3,2,2.378414230005442,123
RCCD_k6_nc7_rf3_ra2,6,RCCD,7,3,2,2.8284271247461903,223
RCCD_k7_nc7_rf3_ra2,7,RCCD,7,3,2,3.363585661014858,131
RCCD_k8_nc7_rf3_ra2,8,RCCD,7,3,2,4,135
RCCD_k9_nc7_rf3_ra2,9,RCCD,7,3,2,4.756828460010884,139
RCCD_k10_nc7_rf3_ra2,10,RCCD,7,3,2,5.656854249492381,143
SCCD_k3_nc7_rf3_ra2,3,SCCD,7,3,2,1.7320508075688772,43
SCCD_k4_nc7_rf3_ra2,4,SCCD,7,3,2,2,71
SCCD_k5_nc7_rf3_ra2,5,SCCD,7,3,2,2.23606797749979,123
SCCD_k6_nc7_rf3_ra2,6,SCCD,7,3,2,2.449489742783178,223
SCCD_k7_nc7_rf3_ra2,7,SCCD,7,3,2,2.6457513110645907,131
