DesignID,k,family,nc,rf,ra,alpha,N
SCCD_k8_nc7_rf3_ra2,8,SCCD,7,3,2,2.8284271247461903,135
SCCD_k9_nc7_rf3_ra2,9,SCCD,7,3,2,3,139
SCCD_k10_nc7_rf3_ra2,10,SCCD,7,3,2,3.1622776601683795,143
FCCD_k3_nc10_rf3_ra2,3,FCCD,10,3,2,1,46
FCCD_k4_nc10_rf3_ra2,4,FCCD,10,3,2,1,74
FCCD_k5_nc10_rf3_ra2,5,FCCD,10,3,2,1,126
FCCD_k6_nc10_rf3_ra2,6,FCCD,10,3,2,1,226
FCCD_k7_nc10_rf3_ra2,7,FCCD,10,3,2,1,134
FCCD_k8_nc10_rf3_ra2,8,FCCD,10,3,2,1,138
FCCD_k9_nc10_rf3_ra2,9,FCCD,10,3,2,1,142
FCCD_k10_nc10_rf3_ra2,10,FCCD,10,3,2,1,146
RCCD_k3_nc10_rf3_ra2,3,RCCD,10,3,2,1.681792830507429,46
RCCD_k4_nc10_rf3_ra2,4,RCCD,10,3,2,2,74
RCCD_k5_nc10_rf3_ra2,5,RCCD,10,3,2,2.378414230005442,126
RCCD_k6_nc10_rf3_ra2,6,RCCD,10,3,2,2.8284271247461903,226
RCCD_k7_nc10_rf3_ra2,7,RCCD,10,3,2,3.363585661014858,134
RCCD_k8_nc10_rf3_ra2,8,RCCD,10,3,2,4,138
RCCD_k9_nc10_rf3_ra2,9,RCCD,10,3,2,4.756828460010884,142
RCCD_k10_nc10_rf3_ra2,10,RCCD,10,3,2,5.656854249492381,146
SCCD_k3_nc10_rf3_ra2,3,SCCD,10,3,2,1.7320508075688772,46
SCCD_k4_nc10_rf3_ra2,4,SCCD,10,3,2,2,74
SCCD_k5_nc10_rf3_ra2,5,SCCD,10,3,2,2.23606797749979,126
SCCD_k6_nc10_rf3_ra2,6,SCCD,10,3,2,2.449489742783178,226
SCCD_k7_nc10_rf3_ra2,7,SCCD,10,3,2,2.6457513110645907,134
SCCD_k8_nc10_rf3_ra2,8,SCCD,10,3,2,2.8284271247461903,138
SCCD_k9_nc10_rf3_ra2,9,SCCD,10,3,2,3,142
SCCD_k10_nc10_rf3_ra2,10,SCCD,10,3,2,3.1622776601683795,146
FCCD_k3_nc1_rf1_ra3,3,FCCD,1,1,3,1,27
FCCD_k4_nc1_rf1_ra3,4,FCCD,1,1,3,1,41
FCCD_k5_nc1_rf1_ra3,5,FCCD,1,1,3,1,63
FCCD_k6_nc1_rf1_ra3,6,FCCD,1,1,3,1,101
FCCD_k7_nc1_rf1_ra3,7,FCCD,1,1,3,1,75
FCCD_k8_nc1_rf1_ra3,8,FCCD,1,1,3,1,81
FCCD_k9_nc1_rf1_ra3,9,FCCD,1,1,3,1,87
FCCD_k10_nc1_rf1_ra3,10,FCCD,1,1,3,1,93
RCCD_k3_nc1_rf1_ra3,3,RCCD,1,1,3,1.681792830507429,27
RCCD_k4_nc1_rf1_ra3,4,RCCD,1,1,3,2,41
RCCD_k5_nc1_rf1_ra3,5,RCCD,1,1,3,2.378414230005442,63
RCCD_k6_nc1_rf1_ra3,6,RCCD,1,1,3,2.8284271247461903,101
RCCD_k7_nc1_rf1_ra3,7,RCCD,1,1,3,3.363585661014858,75
RCCD_k8_nc1_rf1_ra3,8,RCCD,1,1,3,4,81
RCCD_k9_nc1_rf1_ra3,9,RCCD,1,1,3,4.756828460010884,87
RCCD_k10_nc1_rf1_ra3,10,RCCD,1,1,3,5.656854249492381,93
SCCD_k3_nc1_rf1_ra3,3,SCCD,1,1,3,1.7320508075688772,27
SCCD_k4_nc1_rf1_ra3,4,SCCD,1,1,3,2,41
SCCD_k5_nc1_rf1_ra3,5,SCCD,1,1,3,2.23606797749979,63
SCCD_k6_nc1_rf1_ra3,6,SCCD,1,1,3,2.449489742783178,101
SCCD_k7_nc1_rf1_ra3,7,SCCD,1,1,3,2.6457513110645907,75
SCCD_k8_nc1_rf1_ra3,8,SCCD,1,1,3,2.8284271247461903,81
SCCD_k9_nc1_rf1_ra3,9,SCCD,1,1,3,3,87
SCCD_k10_nc1_rf1_ra3,10,SCCD,1,1,3,3.1622776601683795,93
FCCD_k3_nc3_rf1_ra3,3,FCCD,3,1,3,1,29
FCCD_k4_nc3_rf1_ra3,4,FCCD,3,1,3,1,43
FCCD_k5_nc3_rf1_ra3,5,FCCD,3,1,3,1,65
FCCD_k6_nc3_rf1_ra3,6,FCCD,3,1,3,1,103
FCCD_k7_nc3_rf1_ra3,7,FCCD,3,1,3,1,77
FCCD_k8_nc3_rf1_ra3,8,FCCD,3,1,3,1,83
FCCD_k9_nc3_rf1_ra3,9,FCCD,3,1,3,1,89
FCCD_k10_nc3_rf1_ra3,10,FCCD,3,1,3,1,95
RCCD_k3_nc3_rf1_ra3,3,RCCD,3,1,3,1.681792830507429,29
RCCD_k4_nc3_rf1_ra3,4,RCCD,3,1,3,2,43
RCCD_k5_nc3_rf1_ra3,5,RCCD,3,1,3,2.378414230005442,65
RCCD_k6_nc3_rf1_ra3,6,RCCD,3,1,3,2.8284271247461903,103
RCCD_k7_nc3_rf1_ra3,7,RCCD,3,1,3,3.363585661014858,77
RCCD_k8_nc3_rf1_ra3,8,RCCD,3,1,3,4,83
RCCD_k9_nc3_rf1_ra3,9,RCCD,3,1,3,4.756828460010884,89
RCCD_k10_nc3_rf1_ra3,10,RCCD,3,1,3,5.656854249492381,95
SCCD_k3_nc3_rf1_ra3,3,SCCD,3,1,3,1.7320508075688772,29
SCCD_k4_nc3_rf1_ra3,4,SCCD,3,1,3,2,43
SCCD_k5_nc3_rf1_ra3,5,SCCD,3,1,3,2.23606797749979,65
SCCD_k6_nc3_rf1_ra3,6,SCCD,3,1,3,2.449489742783178,103
SCCD_k7_nc3_rf1_ra3,7,SCCD,3,1,3,2.6457513110645907,77
SCCD_k8_nc3_rf1_ra3,8,SCCD,3,1,3,2.8284271247461903,83
SCCD_k9_nc3_rf1_ra3,9,SCCD,3,1,3,3,89
SCCD_k10_nc3_rf1_ra3,10,SCCD,3,1,3,3.1622776601683795,95
FCCD_k3_nc5_rf1_ra3,3,FCCD,5,1,3,1,31
FCCD_k4_nc5_rf1_ra3,4,FCCD,5,1,3,1,45
FCCD_k5_nc5_rf1_ra3,5,FCCD,5,1,3,1,67
FCCD_k6_nc5_rf1_ra3,6,FCCD,5,1,3,1,105
FCCD_k7_nc5_rf1_ra3,7,FCCD,5,1,3,1,79
FCCD_k8_nc5_rf1_ra3,8,FCCD,5,1,3,1,85
FCCD_k9_nc5_rf1_ra3,9,FCCD,5,1,3,1,91
FCCD_k10_nc5_rf1_ra3,10,FCCD,5,1,3,1,97
RCCD_k3_nc5_rf1_ra3,3,RCCD,5,1,3,1.681792830507429,31
RCCD_k4_nc5_rf1_ra3,4,RCCD,5,1,3,2,45
RCCD_k5_nc5_rf1_ra3,5,RCCD,5,1,3,2.378414230005442,67
RCCD_k6_nc5_rf1_ra3,6,RCCD,5,1,3,2.8284271247461903,105
RCCD_k7_nc5_rf1_ra3,7,RCCD,5,1,3,3.363585661014858,79
RCCD_k8_nc5_rf1_ra3,8,RCCD,5,1,3,4,85
RCCD_k9_nc5_rf1_ra3,9,RCCD,5,1,3,4.756828460010884,91
RCCD_k10_nc5_rf1_ra3,10,RCCD,5,1,3,5.656854249492381,97
SCCD_k3_nc5_rf1_ra3,3,SCCD,5,1,3,1.7320508075688772,31
SCCD_k4_nc5_rf1_ra3,4,SCCD,5,1,3,2,45
SCCD_k5_nc5_rf1_ra3,5,SCCD,5,1,3,2.23606797749979,67
SCCD_k6_nc5_rf1_ra3,6,SCCD,5,1,3,2.449489742783178,105
SCCD_k7_nc5_rf1_ra3,7,SCCD,5,1,3,2.6457513110645907,79
SCCD_k8_nc5_rf1_ra3,8,SCCD,5,1,3,2.8284271247461903,85
SCCD_k9_nc5_rf1_ra3,9,SCCD,5,1,3,3,91
SCCD_k10_nc5_rf1_ra3,10,SCCD,5,1,3,3.1622776601683795,97
FCCD_k3_nc7_rf1_ra3,3,FCCD,7,1,3,1,33
FCCD_k4_nc7_rf1_ra3,4,FCCD,7,1,3,1,47
FCCD_k5_nc7_rf1_ra3,5,FCCD,7,1,3,1,69
FCCD_k6_nc7_rf1_ra3,6,FCCD,7,1,3,1,107
FCCD_k7_nc7_rf1_ra3,7,FCCD,7,1,3,1,81
FCCD_k8_nc7_rf1_ra3,8,FCCD,7,1,3,1,87
FCCD_k9_nc7_rf1_ra3,9,FCCD,7,1,3,1,93
FCCD_k10_nc7_rf1_ra3,10,FCCD,7,1,3,1,99
RCCD_k3_nc7_rf1_ra3,3,RCCD,7,1,3,1.681792830507429,33
RCCD_k4_nc7_rf1_ra3,4,RCCD,7,1,3,2,47
RCCD_k5_nc7_rf1_ra3,5,RCCD,7,1,3,2.378414230005442,69
RCCD_k6_nc7_rf1_ra3,6,RCCD,7,1,3,2.8284271247461903,107
RCCD_k7_nc7_rf1_ra3,7,RCCD,7,1,3,3.363585661014858,81
RCCD_k8_nc7_rf1_ra3,8,RCCD,7,1,3,4,87
RCCD_k9_nc7_rf1_ra3,9,RCCD,7,1,3,4.756828460010884,93
RCCD_k10_nc7_rf1_ra3,10,RCCD,7,1,3,5.656854249492381,99
SCCD_k3_nc7_rf1_ra3,3,SCCD,7,1,3,1.7320508075688772,33
SCCD_k4_nc7_rf1_ra3,4,SCCD,7,1,3,2,47
SCCD_k5_nc7_rf1_ra3,5,SCCD,7,1,3,2.23606797749979,69
SCCD_k6_nc7_rf1_ra3,6,SCCD,7,1,3,2.449489742783178,107
SCCD_k7_nc7_rf1_ra3,7,SCCD,7,1,3,2.6457513110645907,81
SCCD_k8_nc7_rf1_ra3,8,SCCD,7,1,3,2.8284271247461903,87
SCCD_k9_nc7_rf1_ra3,9,SCCD,7,1,3,3,93
SCCD_k10_nc7_rf1_ra3,10,SCCD,7,1,3,3.1622776601683795,99
FCCD_k3_nc10_rf1_ra3,3,FCCD,10,1,3,1,36
FCCD_k4_nc10_rf1_ra3,4,FCCD,10,1,3,1,50
FCCD_k5_nc10_rf1_ra3,5,FCCD,10,1,3,1,72
FCCD_k6_nc10_rf1_ra3,6,FCCD,10,1,3,1,110
FCCD_k7_nc10_rf1_ra3,7,FCCD,10,1,3,1,84
FCCD_k8_nc10_rf1_ra3,8,FCCD,10,1,3,1,90
FCCD_k9_nc10_rf1_ra3,9,FCCD,10,1,3,1,96
FCCD_k10_nc10_rf1_ra3,10,FCCD,10,1,3,1,102
RCCD_k3_nc10_rf1_ra3,3,RCCD,10,1,3,1.681792830507429,36
RCCD_k4_nc10_rf1_ra3,4,RCCD,10,1,3,2,50
RCCD_k5_nc10_rf1_ra3,5,RCCD,10,1,3,2.378414230005442,72
RCCD_k6_nc10_rf1_ra3,6,RCCD,10,1,3,2.8284271247461903,110
RCCD_k7_nc10_rf1_ra3,7,RCCD,10,1,3,3.363585661014858,84
RCCD_k8_nc10_rf1_ra3,8,RCCD,10,1,3,4,90
RCCD_k9_nc10_rf1_ra3,9,RCCD,10,1,3,4.756828460010884,96
RCCD_k10_nc10_rf1_ra3,10,RCCD,10,1,3,5.656854249492381,102
SCCD_k3_nc10_rf1_ra3,3,SCCD,10,1,3,1.7320508075688772,36
SCCD_k4_nc10_rf1_ra3,4,SCCD,10,1,3,2,50
SCCD_k5_nc10_rf1_ra3,5,SCCD,10,1,3,2.23606797749979,72
SCCD_k6_nc10_rf1_ra3,6,SCCD,10,1,3,2.449489742783178,110
SCCD_k7_nc10_rf1_ra3,7,SCCD,10,1,3,2.6457513110645907,84
SCCD_k8_nc10_rf1_ra3,8,SCCD,10,1,3,2.8284271247461903,90
SCCD_k9_nc10_rf1_ra3,9,SCCD,10,1,3,3,96
SCCD_k10_nc10_rf1_ra3,10,SCCD,10,1,3,3.1622776601683795,102
FCCD_k3_nc1_rf2_ra3,3,FCCD,1,2,3,1,35
FCCD_k4_nc1_rf2_ra3,4,FCCD,1,2,3,1,57
FCCD_k5_nc1_rf2_ra3,5,FCCD,1,2,3,1,95
FCCD_k6_nc1_rf2_ra3,6,FCCD,1,2,3,1,165
FCCD_k7_nc1_rf2_ra3,7,FCCD,1,2,3,1,107
FCCD_k8_nc1_rf2_ra3,8,FCCD,1,2,3,1,113
FCCD_k9_nc1_rf2_ra3,9,FCCD,1,2,3,1,119
FCCD_k10_nc1_rf2_ra3,10,FCCD,1,2,3,1,125
RCCD_k3_nc1_rf2_ra3,3,RCCD,1,2,3,1.681792830507429,35
RCCD_k4_nc1_rf2_ra3,4,RCCD,1,2,3,2,57
RCCD_k5_nc1_rf2_ra3,5,RCCD,1,2,3,2.378414230005442,95
RCCD_k6_nc1_rf2_ra3,6,RCCD,1,2,3,2.8284271247461903,165
RCCD_k7_nc1_rf2_ra3,7,RCCD,1,2,3,3.363585661014858,107
RCCD_k8_nc1_rf2_ra3,8,RCCD,1,2,3,4,113
RCCD_k9_nc1_rf2_ra3,9,RCCD,1,2,3,4.756828460010884,119
RCCD_k10_nc1_rf2_ra3,10,RCCD,1,2,3,5.656854249492381,125
SCCD_k3_nc1_rf2_ra3,3,SCCD,1,2,3,1.7320508075688772,35
SCCD_k4_nc1_rf2_ra3,4,SCCD,1,2,3,2,57
SCCD_k5_nc1_rf2_ra3,5,SCCD,1,2,3,2.23606797749979,95
SCCD_k6_nc1_rf2_ra3,6,SCCD,1,2,3,2.449489742783178,165
SCCD_k7_nc1_rf2_ra3,7,SCCD,1,2,3,2.6457513110645907,107
SCCD_k8_nc1_rf2_ra3,8,SCCD,1,2,3,2.8284271247461903,113
SCCD_k9_nc1_rf2_ra3,9,SCCD,1,2,3,3,119
SCCD_k10_nc1_rf2_ra3,10,SCCD,1,2,3,3.1622776601683795,125
FCCD_k3_nc3_rf2_ra3,3,FCCD,3,2,3,1,37
FCCD_k4_nc3_rf2_ra3,4,FCCD,3,2,3,1,59
FCCD_k5_nc3_rf2_ra3,5,FCCD,3,2,3,1,97
FCCD_k6_nc3_rf2_ra3,6,FCCD,3,2,3,1,167
FCCD_k7_nc3_rf2_ra3,7,FCCD,3,2,3,1,109
FCCD_k8_nc3_rf2_ra3,8,FCCD,3,2,3,1,115
FCCD_k9_nc3_rf2_ra3,9,FCCD,3,2,3,1,121
FCCD_k10_nc3_rf2_ra3,10,FCCD,3,2,3,1,127
RCCD_k3_nc3_rf2_ra3,3,RCCD,3,2,3,1.681792830507429,37
RCCD_k4_nc3_rf2_ra3,4,RCCD,3,2,3,2,59
RCCD_k5_nc3_rf2_ra3,5,RCCD,3,2,3,2.378414230005442,97
RCCD_k6_nc3_rf2_ra3,6,RCCD,3,2,3,2.8284271247461903,167
RCCD_k7_nc3_rf2_ra3,7,RCCD,3,2,3,3.363585661014858,109
RCCD_k8_nc3_rf2_ra3,8,RCCD,3,2,3,4,115
RCCD_k9_nc3_rf2_ra3,9,RCCD,3,2,3,4.756828460010884,121
RCCD_k10_nc3_rf2_ra3,10,RCCD,3,2,3,5.656854249492381,127
SCCD_k3_nc3_rf2_ra3,3,SCCD,3,2,3,1.7320508075688772,37
SCCD_k4_nc3_rf2_ra3,4,SCCD,3,2,3,2,59
SCCD_k5_nc3_rf2_ra3,5,SCCD,3,2,3,2.23606797749979,97
SCCD_k6_nc3_rf2_ra3,6,SCCD,3,2,3,2.449489742783178,167
SCCD_k7_nc3_rf2_ra3,7,SCCD,3,2,3,2.6457513110645907,109
SCCD_k8_nc3_rf2_ra3,8,SCCD,3,2,3,2.8284271247461903,115
SCCD_k9_nc3_rf2_ra3,9,SCCD,3,2,3,3,121
SCCD_k10_nc3_rf2_ra3,10,SCCD,3,2,3,3.1622776601683795,127
FCCD_k3_nc5_rf2_ra3,3,FCCD,5,2,3,1,39
FCCD_k4_nc5_rf2_ra3,4,FCCD,5,2,3,1,61
FCCD_k5_nc5_rf2_ra3,5,FCCD,5,2,3,1,99
FCCD_k6_nc5_rf2_ra3,6,FCCD,5,2,3,1,169
FCCD_k7_nc5_rf2_ra3,7,FCCD,5,2,3,1,111
FCCD_k8_nc5_rf2_ra3,8,FCCD,5,2,3,1,117
FCCD_k9_nc5_rf2_ra3,9,FCCD,5,2,3,1,123
FCCD_k10_nc5_rf2_ra3,10,FCCD,5,2,3,1,129
RCCD_k3_nc5_rf2_ra3,3,RCCD,5,2,3,1.681792830507429,39
RCCD_k4_nc5_rf2_ra3,4,RCCD,5,2,3,2,61
RCCD_k5_nc5_rf2_ra3,5,RCCD,5,2,3,2.378414230005442,99
RCCD_k6_nc5_rf2_ra3,6,RCCD,5,2,3,2.8284271247461903,169
RCCD_k7_nc5_rf2_ra3,7,RCCD,5,2,3,3.363585661014858,111
RCCD_k8_nc5_rf2_ra3,8,RCCD,5,2,3,4,117
RCCD_k9_nc5_rf2_ra3,9,RCCD,5,2,3,4.756828460010884,123
RCCD_k10_nc5_rf2_ra3,10,RCCD,5,2,3,5.656854249492381,129
SCCD_k3_nc5_rf2_ra3,3,SCCD,5,2,3,1.7320508075688772,39
SCCD_k4_nc5_rf2_ra3,4,SCCD,5,2,3,2,61
SCCD_k5_nc5_rf2_ra3,5,SCCD,5,2,3,2.23606797749979,99
SCCD_k6_nc5_rf2_ra3,6,SCCD,5,2,3,2.449489742783178,169
SCCD_k7_nc5_rf2_ra3,7,SCCD,5,2,3,2.6457513110645907,111
SCCD_k8_nc5_rf2_ra3,8,SCCD,5,2,3,2.8284271247461903,117
SCCD_k9_nc5_rf2_ra3,9,SCCD,5,2,3,3,123
SCCD_k10_nc5_rf2_ra3,10,SCCD,5,2,3,3.1622776601683795,129
FCCD_k3_nc7_rf2_ra3,3,FCCD,7,2,3,1,41
FCCD_k4_nc7_rf2_ra3,4,FCCD,7,2,3,1,63
FCCD_k5_nc7_rf2_ra3,5,FCCD,7,2,3,1,101
FCCD_k6_nc7_rf2_ra3,6,FCCD,7,2,3,1,171
FCCD_k7_nc7_rf2_ra3,7,FCCD,7,2,3,1,113
FCCD_k8_nc7_rf2_ra3,8,FCCD,7,2,3,1,119
FCCD_k9_nc7_rf2_ra3,9,FCCD,7,2,3,1,125
FCCD_k10_nc7_rf2_ra3,10,FCCD,7,2,3,1,131
RCCD_k3_nc7_rf2_ra3,3,RCCD,7,2,3,1.681792830507429,41
RCCD_k4_nc7_rf2_ra3,4,RCCD,7,2,3,2,63
RCCD_k5_nc7_rf2_ra3,5,RCCD,7,2,3,2.378414230005442,101
RCCD_k6_nc7_rf2_ra3,6,RCCD,7,2,3,2.8284271247461903,171
RCCD_k7_nc7_rf2_ra3,7,RCCD,7,2,3,3.363585661014858,113
RCCD_k8_nc7_rf2_ra3,8,RCCD,7,2,3,4,119
RCCD_k9_nc7_rf2_ra3,9,RCCD,7,2,3,4.756828460010884,125
RCCD_k10_nc7_rf2_ra3,10,RCCD,7,2,3,5.656854249492381,131
SCCD_k3_nc7_rf2_ra3,3,SCCD,7,2,3,1.7320508075688772,41
SCCD_k4_nc7_rf2_ra3,4,SCCD,7,2,3,2,63
SCCD_k5_nc7_rf2_ra3,5,SCCD,7,2,3,2.23606797749979,101
SCCD_k6_nc7_rf2_ra3,6,SCCD,7,2,3,2.449489742783178,171
SCCD_k7_nc7_rf2_ra3,7,SCCD,7,2,3,2.6457513110645907,113
SCCD_k8_nc7_rf2_ra3,8,SCCD,7,2,3,2.8284271247461903,119
SCCD_k9_nc7_rf2_ra3,9,SCCD,7,2,3,3,125
SCCD_k10_nc7_rf2_ra3,10,SCCD,7,2,3,3.1622776601683795,131
FCCD_k3_nc10_rf2_ra3,3,FCCD,10,2,3,1,44
FCCD_k4_nc10_rf2_ra3,4,FCCD,10,2,3,1,66
FCCD_k5_nc10_rf2_ra3,5,FCCD,10,2,3,1,104
FCCD_k6_nc10_rf2_ra3,6,FCCD,10,2,3,1,174
FCCD_k7_nc10_rf2_ra3,7,FCCD,10,2,3,1,116
FCCD_k8_nc10_rf2_ra3,8,FCCD,10,2,3,1,122
FCCD_k9_nc10_rf2_ra3,9,FCCD,10,2,3,1,128
FCCD_k10_nc10_rf2_ra3,10,FCCD,10,2,3,1,134
RCCD_k3_nc10_rf2_ra3,3,RCCD,10,2,3,1.681792830507429,44
RCCD_k4_nc10_rf2_ra3,4,RCCD,10,2,3,2,66
RCCD_k5_nc10_rf2_ra3,5,RCCD,10,2,3,2.378414230005442,104
RCCD_k6_nc10_rf2_ra3,6,RCCD,10,2,3,2.8284271247461903,174
RCCD_k7_nc10_rf2_ra3,7,RCCD,10,2,3,3.363585661014858,116
RCCD_k8_nc10_rf2_ra3,8,RCCD,10,2,3,4,122
RCCD_k9_nc10_rf2_ra3,9,RCCD,10,2,3,4.756828460010884,128
RCCD_k10_nc10_rf2_ra3,10,RCCD,10,2,3,5.656854249492381,134
SCCD_k3_nc10_rf2_ra3,3,SCCD,10,2,3,1.7320508075688772,44
SCCD_k4_nc10_rf2_ra3,4,SCCD,10,2,3,2,66
SCCD_k5_nc10_rf2_ra3,5,SCCD,10,2,3,2.23606797749979,104
SCCD_k6_nc10_rf2_ra3,6,SCCD,10,2,3,2.449489742783178,174
SCCD_k7_nc10_rf2_ra3,7,SCCD,10,2,3,2.6457513110645907,116
SCCD_k8_nc10_rf2_ra3,8,SCCD,10,2,3,2.8284271247461903,122
SCCD_k9_nc10_rf2_ra3,9,SCCD,10,2,3,3,128
SCCD_k10_nc10_rf2_ra3,10,SCCD,10,2,3,3.1622776601683795,134
FCCD_k3_nc1_rf3_ra3,3,FCCD,1,3,3,1,43
FCCD_k4_nc1_rf3_ra3,4,FCCD,1,3,3,1,73
FCCD_k5_nc1_rf3_ra3,5,FCCD,1,3,3,1,127
FCCD_k6_nc1_rf3_ra3,6,FCCD,1,3,3,1,229
FCCD_k7_nc1_rf3_ra3,7,FCCD,1,3,3,1,139
FCCD_k8_nc1_rf3_ra3,8,FCCD,1,3,3,1,145
FCCD_k9_nc1_rf3_ra3,9,FCCD,1,3,3,1,151
FCCD_k10_nc1_rf3_ra3,10,FCCD,1,3,3,1,157
RCCD_k3_nc1_rf3_ra3,3,RCCD,1,3,3,1.681792830507429,43
RCCD_k4_nc1_rf3_ra3,4,RCCD,1,3,3,2,73
RCCD_k5_nc1_rf3_ra3,5,RCCD,1,3,3,2.378414230005442,127
RCCD_k6_nc1_rf3_ra3,6,RCCD,1,3,3,2.8284271247461903,229
RCCD_k7_nc1_rf3_ra3,7,RCCD,1,3,3,3.363585661014858,139
RCCD_k8_nc1_rf3_ra3,8,RCCD,1,3,3,4,145
RCCD_k9_nc1_rf3_ra3,9,RCCD,1,3,3,4.756828460010884,151
RCCD_k10_nc1_rf3_ra3,10,RCCD,1,3,3,5.656854249492381,157
SCCD_k3_nc1_rf3_ra3,3,SCCD,1,3,3,1.7320508075688772,43
SCCD_k4_nc1_rf3_ra3,4,SCCD,1,3,3,2,73
SCCD_k5_nc1_rf3_ra3,5,SCCD,1,3,3,2.23606797749979,127
SCCD_k6_nc1_rf3_ra3,6,SCCD,1,3,3,2.449489742783178,229
SCCD_k7_nc1_rf3_ra3,7,SCCD,1,3,3,2.6457513110645907,139
SCCD_k8_nc1_rf3_ra3,8,SCCD,1,3,3,2.8284271247461903,145
SCCD_k9_nc1_rf3_ra3,9,SCCD,1,3,3,3,151
SCCD_k10_nc1_rf3_ra3,10,SCCD,1,3,3,3.1622776601683795,157
FCCD_k3_nc3_rf3_ra3,3,FCCD,3,3,3,1,45
FCCD_k4_nc3_rf3_ra3,4,FCCD,3,3,3,1,75
FCCD_k5_nc3_rf3_ra3,5,FCCD,3,3,3,1,129
FCCD_k6_nc3_rf3_ra3,6,FCCD,3,3,3,1,231
FCCD_k7_nc3_rf3_ra3,7,FCCD,3,3,3,1,141
FCCD_k8_nc3_rf3_ra3,8,FCCD,3,3,3,1,147
FCCD_k9_nc3_rf3_ra3,9,FCCD,3,3,3,1,153
FCCD_k10_nc3_rf3_ra3,10,FCCD,3,3,3,1,159
RCCD_k3_nc3_rf3_ra3,3,RCCD,3,3,3,1.681792830507429,45
RCCD_k4_nc3_rf3_ra3,4,RCCD,3,3,3,2,75
RCCD_k5_nc3_rf3_ra3,5,RCCD,3,3,3,2.378414230005442,129
RCCD_k6_nc3_rf3_ra3,6,RCCD,3,3,3,2.8284271247461903,231
RCCD_k7_nc3_rf3_ra3,7,RCCD,3,3,3,3.363585661014858,141
RCCD_k8_nc3_rf3_ra3,8,RCCD,3,3,3,4,147
RCCD_k9_nc3_rf3_ra3,9,RCCD,3,3,3,4.756828460010884,153
RCCD_k10_nc3_rf3_ra3,10,RCCD,3,3,3,5.656854249492381,159
SCCD_k3_nc3_rf3_ra3,3,SCCD,3,3,3,1.7320508075688772,45
SCCD_k4_nc3_rf3_ra3,4,SCCD,3,3,3,2,75
SCCD_k5_nc3_rf3_ra3,5,SCCD,3,3,3,2.23606797749979,129
SCCD_k6_nc3_rf3_ra3,6,SCCD,3,3,3,2.449489742783178,231
SCCD_k7_nc3_rf3_ra3,7,SCCD,3,3,3,2.6457513110645907,141
SCCD_k8_nc3_rf3_ra3,8,SCCD,3,3,3,2.8284271247461903,147
SCCD_k9_nc3_rf3_ra3,9,SCCD,3,3,3,3,153
SCCD_k10_nc3_rf3_ra3,10,SCCD,3,3,3,3.1622776601683795,159
FCCD_k3_nc5_rf3_ra3,3,FCCD,5,3,3,1,47
FCCD_k4_nc5_rf3_ra3,4,FCCD,5,3,3,1,77
FCCD_k5_nc5_rf3_ra3,5,FCCD,5,3,3,1,131
FCCD_k6_nc5_rf3_ra3,6,FCCD,5,3,3,1,233
FCCD_k7_nc5_rf3_ra3,7,FCCD,5,3,3,1,143
FCCD_k8_nc5_rf3_ra3,8,FCCD,5,3,3,1,149
FCCD_k9_nc5_rf3_ra3,9,FCCD,5,3,3,1,155
FCCD_k10_nc5_rf3_ra3,10,FCCD,5,3,3,1,161
RCCD_k3_nc5_rf3_ra3,3,RCCD,5,3,3,1.681792830507429,47
RCCD_k4_nc5_rf3_ra3,4,RCCD,5,3,3,2,77
RCCD_k5_nc5_rf3_ra3,5,RCCD,5,3,3,2.378414230005442,131
RCCD_k6_nc5_rf3_ra3,6,RCCD,5,3,3,2.8284271247461903,233
RCCD_k7_nc5_rf3_ra3,7,RCCD,5,3,3,3.363585661014858,143
RCCD_k8_nc5_rf3_ra3,8,RCCD,5,3,3,4,149
RCCD_k9_nc5_rf3_ra3,9,RCCD,5,3,3,4.756828460010884,155
RCCD_k10_nc5_rf3_ra3,10,RCCD,5,3,3,5.656854249492381,161
SCCD_k3_nc5_rf3_ra3,3,SCCD,5,3,3,1.7320508075688772,47
SCCD_k4_nc5_rf3_ra3,4,SCCD,5,3,3,2,77
SCCD_k5_nc5_rf3_ra3,5,SCCD,5,3,3,2.23606797749979,131
SCCD_k6_nc5_rf3_ra3,6,SCCD,5,3,3,2.449489742783178,233
SCCD_k7_nc5_rf3_ra3,7,SCCD,5,3,3,2.6457513110645907,143
SCCD_k8_nc5_rf3_ra3,8,SCCD,5,3,3,2.8284271247461903,149
SCCD_k9_nc5_rf3_ra3,9,SCCD,5,3,3,3,155
SCCD_k10_nc5_rf3_ra3,10,SCCD,5,3,3,3.1622776601683795,161
FCCD_k3_nc7_rf3_ra3,3,FCCD,7,3,3,1,49
FCCD_k4_nc7_rf3_ra3,4,FCCD,7,3,3,1,79
FCCD_k5_nc7_rf3_ra3,5,FCCD,7,3,3,1,133
FCCD_k6_nc7_rf3_ra3,6,FCCD,7,3,3,1,235
FCCD_k7_nc7_rf3_ra3,7,FCCD,7,3,3,1,145
FCCD_k8_nc7_rf3_ra3,8,FCCD,7,3,3,1,151
FCCD_k9_nc7_rf3_ra3,9,FCCD,7,3,3,1,157
FCCD_k10_nc7_rf3_ra3,10,FCCD,7,3,3,1,163
RCCD_k3_nc7_rf3_ra3,3,RCCD,7,3,3,1.681792830507429,49
