DesignID,k,family,nc,rf,ra,alpha,N,Dcritical,Acritical,Gcritical,Defficiency,Aefficiency,Gefficiency
RCCD_k3_nc5_rf3_ra1,3,RCCD,5,3,1,1.681792830507429,35,22.961983717817954,0.6298076674219779,0.23645427941961925,0.6359975439788567,0.5949998215635774,0.8183711659226087
RCCD_k4_nc5_rf3_ra1,4,RCCD,5,3,1,2,61,43.953267479042744,0.5446428571428572,0.1960572910155781,0.7048968874065309,0.6247723132969033,0.7794368348897703
RCCD_k5_nc5_rf3_ra1,5,RCCD,5,3,1,2.378414230005442,111,86.2250875569064,0.446950591246142,0.18902082950418525,0.7421654702936936,0.6251898833290576,0.6050861639538496
RCCD_k6_nc5_rf3_ra1,6,RCCD,5,3,1,2.8284271247461903,209,171.98236891594757,0.33365966191067,0.15966120719468643,0.7712061385509487,0.6143624901955087,0.47468806842688466
SCCD_k3_nc5_rf3_ra1,3,SCCD,5,3,1,1.7320508075688772,35,23.6360827255603,0.6138888888888887,0.23219529346396528,0.654668636101879,0.6104287868993753,0.8333819409050804
SCCD_k4_nc5_rf3_ra1,4,SCCD,5,3,1,2,61,43.953267479042744,0.5446428571428572,0.1985906100072764,0.7048968874065309,0.6247723132969033,0.7694939572452375
SCCD_k5_nc5_rf3_ra1,5,SCCD,5,3,1,2.23606797749979,111,81.80491675681606,0.4732232704402515,0.1975404959845353,0.7041197201115038,0.5904802351225649,0.5789895791342753
SCCD_k6_nc5_rf3_ra1,6,SCCD,5,3,1,2.449489742783178,209,153.11772803508435,0.41113153594771257,0.1971578007901345,0.6866130087982637,0.4985946414854952,0.38440918767715687
FCCD_k3_nc7_rf3_ra1,3,FCCD,7,3,1,1,37,15.271693909470264,1.3967226435536295,0.4429006493277773,0.4229930627153559,0.26829625156074244,0.4369091908754805
FCCD_k4_nc7_rf3_ra1,4,FCCD,7,3,1,1,63,25.63760382877262,1.8206615661566155,0.5250282665781002,0.4111609483431552,0.1868978749829372,0.2910591373722028
FCCD_k5_nc7_rf3_ra1,5,FCCD,7,3,1,1,113,45.370540393304196,2.247492380445818,0.6195757984215696,0.3905179965894805,0.12432922595252609,0.18460031673838914
FCCD_k6_nc7_rf3_ra1,6,FCCD,7,3,1,1,211,82.96400545118405,2.686267452089673,0.7343786833089576,0.372028543891016,0.07630959479100587,0.10320189265905653
RCCD_k3_nc7_rf3_ra1,3,RCCD,7,3,1,1.681792830507429,37,23.74556294419194,0.5536147318807991,0.24038997989256589,0.6577010026003344,0.6768885077576574,0.8049726715835063
RCCD_k4_nc7_rf3_ra1,4,RCCD,7,3,1,2,63,44.95034558871445,0.47321428571428553,0.16552093077690128,0.720887445021932,0.7190775681341721,0.9232323286788228
RCCD_k5_nc7_rf3_ra1,5,RCCD,7,3,1,2.378414230005442,113,87.58237999985705,0.38211718205457423,0.1356062994691903,0.7538480978536103,0.7312651749722172,0.8434260729756716
RCCD_k6_nc7_rf3_ra1,6,RCCD,7,3,1,2.8284271247461903,211,173.7082449808724,0.2880877696998126,0.11584175626395202,0.7789453400983972,0.7115469739754248,0.654248282227871
SCCD_k3_nc7_rf3_ra1,3,SCCD,7,3,1,1.7320508075688772,37,24.44490224684569,0.5376984126984128,0.23486391554509078,0.6770711965853834,0.6969249692496924,0.8239127065855003
SCCD_k4_nc7_rf3_ra1,4,SCCD,7,3,1,2,63,44.95034558871445,0.47321428571428553,0.1672625421437395,0.720887445021932,0.7190775681341721,0.913619226442951
SCCD_k5_nc7_rf3_ra1,5,SCCD,7,3,1,2.23606797749979,113,83.12619179960029,0.4046518418688228,0.13899191552172221,0.7154923349884456,0.6905417425125971,0.8228815913698756
SCCD_k6_nc7_rf3_ra1,6,SCCD,7,3,1,2.449489742783178,211,154.9688230975945,0.34446486928104664,0.13714167892909254,0.6949137194132389,0.5950911081210501,0.5526348418494734
FCCD_k3_nc10_rf3_ra1,3,FCCD,10,3,1,1,40,15.692891326897286,1.3627022119511392,0.4528089787330297,0.4346593249297113,0.27499437987915015,0.42734877934060034
FCCD_k4_nc10_rf3_ra1,4,FCCD,10,3,1,1,66,26.03832414884732,1.7977246790299573,0.5617453855051323,0.4175874672925345,0.18928247564659892,0.27203476576640007
FCCD_k5_nc10_rf3_ra1,5,FCCD,10,3,1,1,116,45.80991782902285,2.230960009447266,0.6147811018655491,0.39429985138900575,0.12525055886782077,0.18604002023646352
FCCD_k6_nc10_rf3_ra1,6,FCCD,10,3,1,1,214,83.49562234404338,2.6737642825444508,0.6295503198022001,0.3744124290166527,0.07666643694340802,0.12038635778910052
RCCD_k3_nc10_rf3_ra1,3,RCCD,10,3,1,1.681792830507429,40,24.606103048483888,0.4963784218835663,0.22822422947562676,0.681536111951113,0.7549390408903595,0.8478826493603728
RCCD_k4_nc10_rf3_ra1,4,RCCD,10,3,1,2,66,46.03199870956445,0.41964285714285715,0.1845461448592348,0.7382343673754128,0.8108747044917256,0.8280545469145728
RCCD_k5_nc10_rf3_ra1,5,RCCD,10,3,1,2.378414230005442,116,89.05545136272734,0.3327627735779372,0.11978389388620378,0.7665272696790871,0.8397243026632696,0.9548352864594528
RCCD_k6_nc10_rf3_ra1,6,RCCD,10,3,1,2.8284271247461903,214,175.65329290067717,0.2502468234890108,0.08460702649132466,0.7876673556455973,0.8191431879583178,0.8957798564605212
SCCD_k3_nc10_rf3_ra1,3,SCCD,10,3,1,1.7320508075688772,40,25.332526223568024,0.48055555555555557,0.24284883031739812,0.7016564709288232,0.7797963115882192,0.7968223033362533
SCCD_k4_nc10_rf3_ra1,4,SCCD,10,3,1,2,66,46.03199870956445,0.41964285714285715,0.19162121320641867,0.7382343673754128,0.8108747044917256,0.7974809876693026
SCCD_k5_nc10_rf3_ra1,5,SCCD,10,3,1,2.23606797749979,116,84.55010840224915,0.3532232704402514,0.13871779221851288,0.7277484168899738,0.7910831799013505,0.8245077059177567
SCCD_k6_nc10_rf3_ra1,6,SCCD,10,3,1,2.449489742783178,214,156.95550322628884,0.29446486928104537,0.09433128426277844,0.7038224227893102,0.6961373058515329,0.8034372757485664
FCCD_k3_nc1_rf1_ra2,3,FCCD,1,1,2,1,21,8.598166048889416,1.439102564102564,0.683864223000932,0.2381506997399663,0.26039523456004526,0.2829616725479151
FCCD_k4_nc1_rf1_ra2,4,FCCD,1,1,2,1,33,13.685490935125147,1.4818322981366459,0.5263821836652773,0.21947992757079338,0.22963312259131183,0.2903104989271793
FCCD_k5_nc1_rf1_ra2,5,FCCD,1,1,2,1,53,22.97417236167266,1.5494901547116737,0.44897283537081023,0.19774566681832795,0.18033608483754737,0.2547456764006664
FCCD_k6_nc1_rf1_ra2,6,FCCD,1,1,2,1,89,40.23792078284906,1.6428813607057435,0.43505325508415216,0.18043553944431381,0.1247734533193393,0.17420687964118423
RCCD_k3_nc1_rf1_ra2,3,RCCD,1,1,2,1.681792830507429,21,13.591267464395784,1.945083444608075,0.9819384091333581,0.37644886579237113,0.19265777556960142,0.19706670248983374
RCCD_k4_nc1_rf1_ra2,4,RCCD,1,1,2,2,33,24.251465064166368,1.804687500000002,0.9972874164547415,0.38893086269251814,0.18855218855218833,0.15322992333492433
RCCD_k5_nc1_rf1_ra2,5,RCCD,1,1,2,2.378414230005442,53,44.92856686805045,1.4287919853461446,0.8284267629367471,0.38671379646024523,0.19557009757955301,0.13806155685580487
RCCD_k6_nc1_rf1_ra2,6,RCCD,1,1,2,2.8284271247461903,89,86.58703387976556,0.7545072115384607,0.3751110923323526,0.3882749869530499,0.2716845878136203,0.20204486509505876
SCCD_k3_nc1_rf1_ra2,3,SCCD,1,1,2,1.7320508075688772,21,14.1355144857359,1.9305555555555542,0.9971540794913318,0.39152333728158856,0.1941075710859885,0.19405964265295497
SCCD_k4_nc1_rf1_ra2,4,SCCD,1,1,2,2,33,24.251465064166368,1.804687500000002,0.9957624648678376,0.38893086269251814,0.18855218855218833,0.1534645859407113
SCCD_k5_nc1_rf1_ra2,5,SCCD,1,1,2,2.23606797749979,53,41.80819532649441,1.652499999999987,0.9755823779427417,0.35985581256893745,0.16909469772770408,0.11723652581061161
SCCD_k6_nc1_rf1_ra2,6,SCCD,1,1,2,2.449489742783178,89,73.60885671117036,1.5058396464646482,0.9485930070585491,0.3300780336100361,0.13612869155789167,0.07989650933751027
FCCD_k3_nc3_rf1_ra2,3,FCCD,3,1,2,1,23,8.865984225703684,1.365566037735849,0.7025782128195756,0.24556868700012607,0.2744176695817456,0.2754246585009283
FCCD_k4_nc3_rf1_ra2,4,FCCD,3,1,2,1,35,13.861417048861687,1.457051282051282,0.5266171287844494,0.22230132805132746,0.2335386420296231,0.29018097971665757
FCCD_k5_nc3_rf1_ra2,5,FCCD,3,1,2,1,55,23.125936662298173,1.5376093613298338,0.4544966797323227,0.19905194816565844,0.18172950492013054,0.2516495581429175
FCCD_k6_nc3_rf1_ra2,6,FCCD,3,1,2,1,91,40.393775615438585,1.6359365765079168,0.41151501628548737,0.18113442622191492,0.12530313443250943,0.18417133530158164
RCCD_k3_nc3_rf1_ra2,3,RCCD,3,1,2,1.681792830507429,23,15.15271498821172,1.0604462128337224,0.5392174216264917,0.41969760259154404,0.35337525392644137,0.358867048012525
RCCD_k4_nc3_rf1_ra2,4,RCCD,3,1,2,2,35,26.094324793432214,0.9713541666666664,0.43131199251013286,0.41848557299262773,0.3503127792672029,0.3543010095242244
RCCD_k5_nc3_rf1_ra2,5,RCCD,3,1,2,2.378414230005442,55,47.086453255401565,0.808418914565996,0.30896674643550853,0.4052873788234042,0.3456487508645709,0.37018187216447146
RCCD_k6_nc3_rf1_ra2,6,RCCD,3,1,2,2.8284271247461903,91,88.36948185857688,0.5647078804347822,0.23045544719196726,0.3962678691977342,0.36299826489300197,0.3288673406049654
SCCD_k3_nc3_rf1_ra2,3,SCCD,3,1,2,1.7320508075688772,23,15.776975294421783,1.0416666666666663,0.5084367202875667,0.43698826991507345,0.35974603174603187,0.38059281836799336
SCCD_k4_nc3_rf1_ra2,4,SCCD,3,1,2,2,35,26.094324793432214,0.9713541666666664,0.43685782771992215,0.41848557299262773,0.3503127792672029,0.34980321896444744
SCCD_k5_nc3_rf1_ra2,5,SCCD,3,1,2,2.23606797749979,55,44.053607810253666,0.8524999999999984,0.32855080728903685,0.3791827585800121,0.32777593899710183,0.3481162915890925
SCCD_k6_nc3_rf1_ra2,6,SCCD,3,1,2,2.449489742783178,91,76.55439297134825,0.7280618686868702,0.31929528793823353,0.34328645526100077,0.28155296903400023,0.23736419831103636
FCCD_k3_nc5_rf1_ra2,3,FCCD,5,1,2,1,25,9.076258313876897,1.3227611940298507,0.6501101012191007,0.2513928268167911,0.28329788583667287,0.2976532190057574
FCCD_k4_nc5_rf1_ra2,4,FCCD,5,1,2,1,37,14.010738318858516,1.4396288209606987,0.5471181273515844,0.22469605555354427,0.2363649385337411,0.27930764258528135
FCCD_k5_nc5_rf1_ra2,5,FCCD,5,1,2,1,57,23.26007008755407,1.528446071594607,0.43835612689219866,0.20020647522336016,0.18281900368490223,0.26091545575725267
FCCD_k6_nc5_rf1_ra2,6,FCCD,5,1,2,1,93,40.534913756223354,1.630284155028918,0.4069632415887827,0.18176732017053868,0.12573757779397338,0.1862312422863287
RCCD_k3_nc5_rf1_ra2,3,RCCD,5,1,2,1.681792830507429,25,15.943305178275203,0.8811458318178101,0.5155116929633183,0.4415952498224312,0.4252819864815882,0.3753694959345826
RCCD_k4_nc5_rf1_ra2,4,RCCD,5,1,2,2,37,26.998272741060646,0.8046875000000001,0.4429749370305846,0.43298256334640794,0.4228694714131606,0.34497273229635095
RCCD_k5_nc5_rf1_ra2,5,RCCD,5,1,2,2.378414230005442,57,48.19002399771534,0.6660133948893893,0.2805353010324496,0.41478614678268433,0.41955460676798556,0.4076987395566037
RCCD_k6_nc5_rf1_ra2,6,RCCD,5,1,2,2.8284271247461903,93,89.5162359386057,0.4899384469696965,0.22407547195947727,0.4014101625124565,0.4183953760663114,0.3382309959371919
SCCD_k3_nc5_rf1_ra2,3,SCCD,5,1,2,1.7320508075688772,25,16.603843085240484,0.8638888888888888,0.49655560633765183,0.45989072863199354,0.43377736946868783,0.3896992841612213
SCCD_k4_nc5_rf1_ra2,4,SCCD,5,1,2,2,37,26.998272741060646,0.8046875000000001,0.43133386425996545,0.43298256334640794,0.4228694714131606,0.35428304389785503
SCCD_k5_nc5_rf1_ra2,5,SCCD,5,1,2,2.23606797749979,57,45.138352869580324,0.6924999999999992,0.3188507158856532,0.3885194881782582,0.4035075638917388,0.35870670170638425
SCCD_k6_nc5_rf1_ra2,6,SCCD,5,1,2,2.449489742783178,93,77.96385171279567,0.5725063131313136,0.2070342649460263,0.34960677309526544,0.35805365996411886,0.3660711431786836
FCCD_k3_nc7_rf1_ra2,3,FCCD,7,1,2,1,27,9.250130700826237,1.2947530864197532,0.6486438370461823,0.256208717831456,0.289426187638345,0.29832606630045994
FCCD_k4_nc7_rf1_ra2,4,FCCD,7,1,2,1,39,14.140639139885598,1.4267110266159695,0.5084965151285744,0.22677932921362431,0.23850504512107548,0.300521773148446
FCCD_k5_nc7_rf1_ra2,5,FCCD,7,1,2,1,59,23.38031885496383,1.5211636072868864,0.45102149913221024,0.2012414928214345,0.18369423687003145,0.2535885514374007
FCCD_k6_nc7_rf1_ra2,6,FCCD,7,1,2,1,95,40.663915235062284,1.6255940589267739,0.44699079582784296,0.1823457907020811,0.12610035060325264,0.16955443099356415
RCCD_k3_nc7_rf1_ra2,3,RCCD,7,1,2,1.681792830507429,27,16.487299899595868,0.8040571923827861,0.5519056636417625,0.4566627331439586,0.46605571504800386,0.35061673956951483
RCCD_k4_nc7_rf1_ra2,4,RCCD,7,1,2,2,39,27.61072747521422,0.7332589285714285,0.4208709714986178,0.44280475542776104,0.46406223575173344,0.3630905543856133
RCCD_k5_nc7_rf1_ra2,5,RCCD,7,1,2,2.378414230005442,59,48.94363478110754,0.6028127105428144,0.31123256600883026,0.42127270327479044,0.46354196437465883,0.3674868928363271
RCCD_k6_nc7_rf1_ra2,6,RCCD,7,1,2,2.8284271247461903,95,90.36647270705905,0.44994549418604646,0.21722407092608273,0.4052228080713358,0.4555840283278199,0.3488990410815935
SCCD_k3_nc7_rf1_ra2,3,SCCD,7,1,2,1.7320508075688772,27,17.172021516989638,0.7876984126984127,0.49065631363692425,0.4756280486987181,0.47573467674223346,0.3943847433688903
SCCD_k4_nc7_rf1_ra2,4,SCCD,7,1,2,2,39,27.61072747521422,0.7332589285714285,0.4579904238467515,0.44280475542776104,0.46406223575173344,0.3336625973153056
SCCD_k5_nc7_rf1_ra2,5,SCCD,7,1,2,2.23606797749979,59,45.86740659255224,0.6239285714285712,0.3193154561037148,0.3947946746061261,0.44785413073044134,0.35818463042049875
SCCD_k6_nc7_rf1_ra2,6,SCCD,7,1,2,2.449489742783178,95,78.90638464357929,0.5058396464646464,0.23744395544953534,0.3538332946078397,0.4052430097203888,0.31918803703578813
FCCD_k3_nc10_rf1_ra2,3,FCCD,10,1,2,1,30,9.465844906735995,1.267156862745098,0.6244794930001638,0.26218353720446586,0.295729329771883,0.30986984601586165
FCCD_k4_nc10_rf1_ra2,4,FCCD,10,1,2,1,42,14.30871497630967,1.412579617834395,0.5264170304821114,0.22947483152184447,0.24089104322448923,0.29029128146992517
FCCD_k5_nc10_rf1_ra2,5,FCCD,10,1,2,1,62,23.540277561730537,1.512668715353097,0.4493098948649636,0.20261830590679944,0.18472583266839274,0.25455457344520804
FCCD_k6_nc10_rf1_ra2,6,FCCD,10,1,2,1,98,40.83880984312522,1.6198865587090867,0.3963233567189786,0.18313005595082596,0.1265446519493247,0.19123089457402404
RCCD_k3_nc10_rf1_ra2,3,RCCD,10,1,2,1.681792830507429,30,17.084744513261644,0.7461436213695807,0.5423042938422787,0.47321066348065594,0.5022296498998486,0.3568243263666706
RCCD_k4_nc10_rf1_ra2,4,RCCD,10,1,2,2,42,28.275132368021136,0.6796875,0.4490480350355949,0.4534600938765026,0.5006385696040868,0.3403071886376957
RCCD_k5_nc10_rf1_ra2,5,RCCD,10,1,2,2.378414230005442,62,49.762983524480504,0.5545203522186986,0.27892656383715025,0.42832508631886235,0.5039111492968686,0.41005018331218773
RCCD_k6_nc10_rf1_ra2,6,RCCD,10,1,2,2.8284271247461903,98,91.33742059114834,0.4158135775862067,0.2303498320716477,0.40957674838011643,0.4929804888988564,0.3290181258841853
SCCD_k3_nc10_rf1_ra2,3,SCCD,10,1,2,1.7320508075688772,30,17.795558394877485,0.7305555555555555,0.5036903431484274,0.4928986786142505,0.5129458627557487,0.3841792223501124
SCCD_k4_nc10_rf1_ra2,4,SCCD,10,1,2,2,42,28.275132368021136,0.6796875,0.3917216695396037,0.4534600938765026,0.5006385696040868,0.3901093205945172
SCCD_k5_nc10_rf1_ra2,5,SCCD,10,1,2,2.23606797749979,62,46.65309592047232,0.5724999999999998,0.2967038651796612,0.40155734085654543,0.4880855685502688,0.3854816268160376
SCCD_k6_nc10_rf1_ra2,6,SCCD,10,1,2,2.449489742783178,98,79.9179542178012,0.45583964646464636,0.22480637723474947,0.35836939136083057,0.44969318127340424,0.33713131708362937
FCCD_k3_nc1_rf2_ra2,3,FCCD,1,2,2,1,29,13.207239804288426,1.100487012987013,0.36578355236979165,0.36581212588131967,0.34051783011806613,0.5290215021488893
FCCD_k4_nc1_rf2_ra2,4,FCCD,1,2,2,1,49,22.116869634578766,1.1895768431983385,0.36616567385792476,0.35469746525725476,0.28604942986524085,0.4173364279512939
FCCD_k5_nc1_rf2_ra2,5,FCCD,1,2,2,1,85,38.429698568919775,1.3223133484162897,0.35379050727610706,0.33077606668504633,0.21131828422491217,0.3232813947232389
FCCD_k6_nc1_rf2_ra2,6,FCCD,1,2,2,1,153,68.92492770839614,1.4807970705061222,0.36893654057848513,0.30907428292183786,0.1384308389394421,0.2054263042828836
RCCD_k3_nc1_rf2_ra2,3,RCCD,1,2,2,1.681792830507429,29,19.253074353602894,1.6909866004614433,0.9748765327971266,0.5332687346795737,0.22160758082482168,0.19849422755188353
RCCD_k4_nc1_rf2_ra2,4,RCCD,1,2,2,2,49,36.63085576170666,1.5729166666666605,0.9935951016339262,0.587464315861756,0.21633554083885292,0.1537993435303254
RCCD_k5_nc1_rf2_ra2,5,RCCD,1,2,2,2.378414230005442,85,71.38622828897968,1.199640545867769,0.7782751130722487,0.6144429097345694,0.23292726221828533,0.14695817290182905
RCCD_k6_nc1_rf2_ra2,6,RCCD,1,2,2,2.8284271247461903,153,143.14214375313182,0.5573567708333308,0.320739326976591,0.6418803313594847,0.3677859344253473,0.23629553245112894
SCCD_k3_nc1_rf2_ra2,3,SCCD,1,2,2,1.7320508075688772,29,19.910026265766064,1.6954365079365046,0.9981151275211934,0.551464889148744,0.22102594109615806,0.19387278982194897
SCCD_k4_nc1_rf2_ra2,4,SCCD,1,2,2,2,49,36.63085576170666,1.5729166666666605,0.9893868563315374,0.587464315861756,0.21633554083885292,0.15445351167575816
SCCD_k5_nc1_rf2_ra2,5,SCCD,1,2,2,2.23606797749979,85,66.69855888803113,1.4581547619047583,0.9809490364299668,0.5740947179946623,0.19163191404320917,0.11659513836550633
SCCD_k6_nc1_rf2_ra2,6,SCCD,1,2,2,2.449489742783178,153,122.3309561969647,1.3591465643274874,0.9704748611558698,0.548558465315791,0.15082110064462387,0.0780950368520444
FCCD_k3_nc3_rf2_ra2,3,FCCD,3,2,2,1,31,13.597113205333873,1.0389563106796116,0.3559610338265562,0.37661078023865985,0.3606845118350784,0.5436195143491789
FCCD_k4_nc3_rf2_ra2,4,FCCD,3,2,2,1,51,22.394294588382074,1.1668281653746768,0.3334722422392133,0.3591466449801979,0.2916262975778547,0.4582518573063867
FCCD_k5_nc3_rf2_ra2,5,FCCD,3,2,2,1,87,38.68086987345389,1.3108764914805702,0.34225084583794324,0.33293797425319827,0.21316194913178096,0.33418146375076735
FCCD_k6_nc3_rf2_ra2,6,FCCD,3,2,2,1,155,69.19066409394962,1.473967793006808,0.3872079039149024,0.3102659023481021,0.13907222514751644,0.19573275565833156
RCCD_k3_nc3_rf2_ra2,3,RCCD,3,2,2,1.681792830507429,31,21.455611801205116,0.8187326406456823,0.32930495382353175,0.5942742829985318,0.4577018566646125,0.5876236056859352
RCCD_k4_nc3_rf2_ra2,4,RCCD,3,2,2,2,51,39.414420744407025,0.7395833333333327,0.329690652234674,0.6321055087636228,0.46009389671361534,0.4635080592381233
RCCD_k5_nc3_rf2_ra2,5,RCCD,3,2,2,2.378414230005442,87,74.71542890938856,0.6130542971595834,0.304019575716747,0.6430983488202895,0.4557981067740416,0.3762056715013098
RCCD_k6_nc3_rf2_ra2,6,RCCD,3,2,2,2.8284271247461903,155,145.77756332804606,0.4044921874999992,0.19799039021556594,0.6536981227217175,0.5067785907959745,0.3827926697019651
SCCD_k3_nc3_rf2_ra2,3,SCCD,3,2,2,1.7320508075688772,31,22.222041710845218,0.806547619047619,0.3327835633324954,0.6155027424449513,0.46461664616646176,0.5814811356613917
SCCD_k4_nc3_rf2_ra2,4,SCCD,3,2,2,2,51,39.414420744407025,0.7395833333333327,0.3316149540422745,0.6321055087636228,0.46009389671361534,0.4608184055136546
SCCD_k5_nc3_rf2_ra2,5,SCCD,3,2,2,2.23606797749979,87,70.28076987815805,0.6581547619047605,0.32734089188152754,0.6049278940401395,0.424564257783892,0.34940299690225296
SCCD_k6_nc3_rf2_ra2,6,SCCD,3,2,2,2.449489742783178,155,127.22615880327983,0.581368786549708,0.3265237142968396,0.5705096125365033,0.35259543599818616,0.2321095428219067
FCCD_k3_nc5_rf2_ra2,3,FCCD,5,2,2,1,33,13.906631984120233,1.0022286821705426,0.3434684776964262,0.3851837844504304,0.37390214070094185,0.5633919177498878
FCCD_k4_nc5_rf2_ra2,4,FCCD,5,2,2,1,53,22.63062436413304,1.1507082413539367,0.33984986310521353,0.3629367641882356,0.29571160225410653,0.4496523051972961
FCCD_k5_nc5_rf2_ra2,5,FCCD,5,2,2,1,89,38.903134502845745,1.3020327357675048,0.34468794981547113,0.3348510733044853,0.21460980228758592,0.3318186455119542
FCCD_k6_nc5_rf2_ra2,6,FCCD,5,2,2,1,157,69.4314129005131,1.4684043503765143,0.3756232106875181,0.3113454720658637,0.13959913746964156,0.20176940053100076
RCCD_k3_nc5_rf2_ra2,3,RCCD,5,2,2,1.681792830507429,33,22.57305092798902,0.6410106308101752,0.30589243295225405,0.6252249425283948,0.5846009905667563,0.6325993829544263
RCCD_k4_nc5_rf2_ra2,4,RCCD,5,2,2,2,53,40.779797508163625,0.572916666666667,0.24579595386214387,0.6540026255449437,0.5939393939393935,0.6217119198469458
RCCD_k5_nc5_rf2_ra2,5,RCCD,5,2,2,2.378414230005442,89,76.44279769496745,0.47368503319343375,0.1893279148891097,0.6579663356608214,0.5899046168108953,0.6041047285554877
RCCD_k6_nc5_rf2_ra2,6,RCCD,5,2,2,2.8284271247461903,157,147.53992051009294,0.33897879464285646,0.1379604131633124,0.6616009134884742,0.6047221360415873,0.5493551976843807
SCCD_k3_nc5_rf2_ra2,3,SCCD,5,2,2,1.7320508075688772,33,23.386694009148822,0.6287698412698414,0.28293833607289537,0.647761105242049,0.5959819080677395,0.683920627447846
SCCD_k4_nc5_rf2_ra2,4,SCCD,5,2,2,2,53,40.779797508163625,0.572916666666667,0.23646168361040762,0.6540026255449437,0.5939393939393935,0.6462538540409801
SCCD_k5_nc5_rf2_ra2,5,SCCD,5,2,2,2.23606797749979,89,72.01131413277093,0.4981547619047616,0.19459019225152585,0.6198232131053847,0.5609280676683578,0.5877680026351135
SCCD_k6_nc5_rf2_ra2,6,SCCD,5,2,2,2.449489742783178,157,129.56854589180625,0.4258132309941524,0.19577305091444014,0.5810133828527322,0.48140350240090535,0.3871282063182075
FCCD_k3_nc7_rf2_ra2,3,FCCD,7,2,2,1,35,14.164334055029062,0.9778225806451613,0.36694143260096995,0.3923215773428232,0.38323460426553213,0.5273521797862861
FCCD_k4_nc7_rf2_ra2,4,FCCD,7,2,2,1,55,22.836759578698423,1.1386881824020552,0.3432764126121861,0.3662426406216839,0.2988331511968132,0.44516392257596077
FCCD_k5_nc7_rf2_ra2,5,FCCD,7,2,2,1,91,39.10258326704323,1.294989971161312,0.34331637565717843,0.33656778928673853,0.21577695134151845,0.33314428539310675
FCCD_k6_nc7_rf2_ra2,6,FCCD,7,2,2,1,159,69.65153809476277,1.4637846514752002,0.37038292583942195,0.3123325610455372,0.14003971182690303,0.20462409241512514
RCCD_k3_nc7_rf2_ra2,3,RCCD,7,2,2,1.681792830507429,35,23.34236505760856,0.5645035421273192,0.3130607183116691,0.646533288662557,0.6638318837172703,0.6181144839237765
RCCD_k4_nc7_rf2_ra2,4,RCCD,7,2,2,2,55,41.704885578842834,0.5014880952380952,0.2416229810576788,0.6688386488715282,0.678536102868447,0.6324492550225008
RCCD_k5_nc7_rf2_ra2,5,RCCD,7,2,2,2.378414230005442,91,77.62748282318606,0.41124579461060834,0.15848984466383945,0.6681632797318151,0.6794695329580417,0.7216480581115573
RCCD_k6_nc7_rf2_ra2,6,RCCD,7,2,2,2.8284271247461903,159,148.87012804228962,0.30258246527777755,0.1196658760218237,0.6675658517600138,0.6774615329445713,0.6333407030098411
SCCD_k3_nc7_rf2_ra2,3,SCCD,7,2,2,1.7320508075688772,35,24.18697952483931,0.552579365079365,0.29859790355104254,0.6699272921323414,0.6781567923399163,0.6480533253407315
SCCD_k4_nc7_rf2_ra2,4,SCCD,7,2,2,2,55,41.704885578842834,0.5014880952380952,0.2294610811872442,0.6688386488715282,0.678536102868447,0.6659703404846493
SCCD_k5_nc7_rf2_ra2,5,SCCD,7,2,2,2.23606797749979,91,73.1744074520218,0.4295833333333334,0.16165935542161092,0.6298343099303959,0.6504651514918226,0.7074993484526314
SCCD_k6_nc7_rf2_ra2,6,SCCD,7,2,2,2.449489742783178,159,131.13494645583492,0.35914656432748565,0.13940431760524724,0.5880374617628149,0.5707641423580866,0.5436651557705956
FCCD_k3_nc10_rf2_ra2,3,FCCD,10,2,2,1,38,14.485822651990533,0.9534793814432989,0.34235100185111195,0.40122611976378325,0.3930189336325301,0.5652308983754055
FCCD_k4_nc10_rf2_ra2,4,FCCD,10,2,2,1,58,23.1041087922232,1.1254719525350594,0.34860024585977883,0.3705302314942864,0.3023422991673156,0.4383653660064052
FCCD_k5_nc10_rf2_ra2,5,FCCD,10,2,2,1,94,39.368143305509555,1.286758692026429,0.3492478494494207,0.33885354505021625,0.21715725701061717,0.3274863075388131
FCCD_k6_nc10_rf2_ra2,6,FCCD,10,2,2,1,162,69.95008236136414,1.458158614655325,0.4013443242038246,0.31367129810610583,0.14058002929789992,0.18883852461673378
RCCD_k3_nc10_rf2_ra2,3,RCCD,10,2,2,1.681792830507429,38,24.18752022203257,0.5069884135900465,0.31375512662975447,0.6699422682812306,0.7391400664995528,0.61674646216816
RCCD_k4_nc10_rf2_ra2,4,RCCD,10,2,2,2,58,42.70844226011501,0.4479166666666667,0.24495785132324988,0.6849331060424786,0.7596899224806201,0.6238390545179501
RCCD_k5_nc10_rf2_ra2,5,RCCD,10,2,2,2.378414230005442,94,78.91864483241456,0.36328958004729905,0.151103689672302,0.6792767025992839,0.7691632332494869,0.7569232020747098
RCCD_k6_nc10_rf2_ra2,6,RCCD,10,2,2,2.8284271247461903,162,150.40755781965672,0.2707356770833331,0.1263115067913655,0.6744600193969069,0.7571517096586237,0.6000187312398618
SCCD_k3_nc10_rf2_ra2,3,SCCD,10,2,2,1.7320508075688772,38,25.06523801546222,0.49543650793650795,0.30772332865411073,0.6942531626616072,0.7563743158456815,0.6288355360718575
SCCD_k4_nc10_rf2_ra2,4,SCCD,10,2,2,2,58,42.70844226011501,0.4479166666666667,0.24889701251498403,0.6849331060424786,0.7596899224806201,0.6139658842110253
